season,match_id,date,match_stage,batting_team,innings,over,ball,batter,non_striker,bowler,runs_batter,runs_extras,runs_total,is_wicket,wicket_kind,batting_position,phase,extras_type
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,1,Washington Sundar,UNKNOWN,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,2,Kaushik Mohan Gandhi,Washington Sundar,Rajagopal Sathish,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,3,Kaushik Mohan Gandhi,Washington Sundar,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,4,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,1,1,0,,1,powerplay,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,5,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,6,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,1,7,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,1,Kaushik Mohan Gandhi,Washington Sundar,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,2,Kaushik Mohan Gandhi,Washington Sundar,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,3,Washington Sundar,Kaushik Mohan Gandhi,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,4,Washington Sundar,Kaushik Mohan Gandhi,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,5,Washington Sundar,Kaushik Mohan Gandhi,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,2,6,Kaushik Mohan Gandhi,Washington Sundar,Dakshinamoorthy Tamil Kumaran,6,0,6,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,1,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,2,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,3,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,4,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,5,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,3,6,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,1,Kaushik Mohan Gandhi,Washington Sundar,Vijaykumar Yo Mahesh,6,0,6,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,2,Kaushik Mohan Gandhi,Washington Sundar,Vijaykumar Yo Mahesh,0,1,1,0,,2,powerplay,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,3,Kaushik Mohan Gandhi,Washington Sundar,Vijaykumar Yo Mahesh,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,4,Kaushik Mohan Gandhi,Washington Sundar,Vijaykumar Yo Mahesh,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,5,Washington Sundar,Kaushik Mohan Gandhi,Vijaykumar Yo Mahesh,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,6,Washington Sundar,Kaushik Mohan Gandhi,Vijaykumar Yo Mahesh,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,4,7,Washington Sundar,Kaushik Mohan Gandhi,Vijaykumar Yo Mahesh,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,1,Kaushik Mohan Gandhi,Washington Sundar,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,2,Washington Sundar,Kaushik Mohan Gandhi,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,3,Kaushik Mohan Gandhi,Washington Sundar,Rajagopal Sathish,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,4,Kaushik Mohan Gandhi,Washington Sundar,Rajagopal Sathish,0,0,0,1,leg before wicket,2,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,5,Krishnakumar Dinesh Karthik,Washington Sundar,Rajagopal Sathish,0,0,0,0,,3,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,5,6,Krishnakumar Dinesh Karthik,Washington Sundar,Rajagopal Sathish,0,0,0,0,,3,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,1,Washington Sundar,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,2,Washington Sundar,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,3,Washington Sundar,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,4,Krishnakumar Dinesh Karthik,Washington Sundar,Vijaykumar Yo Mahesh,1,0,1,0,,3,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,5,Washington Sundar,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,6,6,Washington Sundar,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,1,Krishnakumar Dinesh Karthik,Washington Sundar,Rajagopal Sathish,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,2,Washington Sundar,Krishnakumar Dinesh Karthik,Rajagopal Sathish,0,0,0,1,caught,1,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,3,Krishnakumar Dinesh Karthik,UNKNOWN,Rajagopal Sathish,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,4,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Rajagopal Sathish,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,5,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Rajagopal Sathish,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,7,6,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Rajagopal Sathish,1,0,1,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,1,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,4,0,4,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,2,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,3,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,1,0,1,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,4,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,SI Vasudevan,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,5,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,SI Vasudevan,2,0,2,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,8,6,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,SI Vasudevan,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,1,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,4,0,4,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,2,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,3,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,1,0,1,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,4,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,5,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,9,6,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,1,0,1,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,1,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,2,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,3,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,2,0,2,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,4,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,1,1,0,,4,middle,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,5,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,2,0,2,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,6,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,7,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,1,1,0,,4,middle,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,10,8,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,SI Vasudevan,0,0,0,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,1,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,2,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,3,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,4,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,1,0,1,0,,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,5,Krishnakumar Dinesh Karthik,V Maaruthi Raghav,Wenseslaus Antony Dhas,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,11,6,V Maaruthi Raghav,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,0,0,0,1,caught,4,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,1,Krishnakumar Dinesh Karthik,UNKNOWN,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,2,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,3,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,4,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,5,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,0,1,1,0,,3,middle,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,6,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,12,7,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,2,0,2,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,1,Krishnakumar Dinesh Karthik,Umashankar Sushil,Wenseslaus Antony Dhas,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,2,Umashankar Sushil,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,0,0,0,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,3,Umashankar Sushil,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,0,0,0,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,4,Umashankar Sushil,Krishnakumar Dinesh Karthik,Wenseslaus Antony Dhas,1,0,1,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,5,Krishnakumar Dinesh Karthik,Umashankar Sushil,Wenseslaus Antony Dhas,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,13,6,Krishnakumar Dinesh Karthik,Umashankar Sushil,Wenseslaus Antony Dhas,6,0,6,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,1,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,2,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,3,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,2,0,2,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,4,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,0,0,0,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,5,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,14,6,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,1,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,2,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,3,Umashankar Sushil,Krishnakumar Dinesh Karthik,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,4,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,5,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,15,6,Umashankar Sushil,Krishnakumar Dinesh Karthik,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,5,middle,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,1,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,0,1,1,0,,3,death,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,2,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,3,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,0,0,0,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,4,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,6,0,6,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,5,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,2,0,2,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,6,Umashankar Sushil,Krishnakumar Dinesh Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,16,7,Krishnakumar Dinesh Karthik,Umashankar Sushil,Ravisrinivasan Sai Kishore,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,1,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,2,Umashankar Sushil,Krishnakumar Dinesh Karthik,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,3,Umashankar Sushil,Krishnakumar Dinesh Karthik,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,4,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,5,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,17,6,Krishnakumar Dinesh Karthik,Umashankar Sushil,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,18,1,Umashankar Sushil,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,2,0,2,0,,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,18,2,Umashankar Sushil,Krishnakumar Dinesh Karthik,Vijaykumar Yo Mahesh,0,0,0,1,caught,5,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,18,3,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,0,1,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,18,4,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,2,0,2,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,18,5,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,19,1,Krishnakumar Dinesh Karthik,UNKNOWN,Dakshinamoorthy Tamil Kumaran,6,4,10,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,19,2,Krishnakumar Dinesh Karthik,UNKNOWN,Dakshinamoorthy Tamil Kumaran,2,0,2,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,19,3,Krishnakumar Dinesh Karthik,UNKNOWN,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,19,5,Krishnakumar Dinesh Karthik,UNKNOWN,Dakshinamoorthy Tamil Kumaran,6,1,7,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,19,6,Krishnakumar Dinesh Karthik,UNKNOWN,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,1,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,2,0,2,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,2,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,6,0,6,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,3,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,0,0,0,1,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,4,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,2,0,2,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,5,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,0,2,2,0,,3,death,
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,6,Krishnakumar Dinesh Karthik,UNKNOWN,Vijaykumar Yo Mahesh,0,1,1,0,,3,death,wide
2016,1047343,2016-08-24,league,SKM Salem Spartans,1,20,7,Krishnakumar Dinesh Karthik,R Sathyanarayan,Vijaykumar Yo Mahesh,4,0,4,0,,3,death,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,1,Hari Gopinath,UNKNOWN,M Ganesh Moorthi,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,2,Hari Gopinath,UNKNOWN,M Ganesh Moorthi,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,3,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,2,0,2,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,4,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,5,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,1,6,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,0,0,0,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,1,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,0,1,1,0,,1,powerplay,wide
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,2,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,3,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,4,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,4,0,4,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,5,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,0,0,0,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,6,Hari Gopinath,Vijaykumar Yo Mahesh,Antony Chandrasekaran Aswin Crist,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,2,7,Vijaykumar Yo Mahesh,Hari Gopinath,Antony Chandrasekaran Aswin Crist,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,1,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,2,Hari Gopinath,Vijaykumar Yo Mahesh,M Ganesh Moorthi,1,0,1,0,,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,3,Vijaykumar Yo Mahesh,Hari Gopinath,M Ganesh Moorthi,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,4,Hari Gopinath,Vijaykumar Yo Mahesh,M Ganesh Moorthi,0,0,0,1,bowled,1,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,5,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,M Ganesh Moorthi,0,1,1,0,,3,powerplay,wide
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,6,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,M Ganesh Moorthi,0,0,0,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,3,7,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,M Ganesh Moorthi,0,0,0,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,1,Vijaykumar Yo Mahesh,Xavier Thalaivan Sargunam,Lakshmipathy Balaji,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,2,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Lakshmipathy Balaji,4,0,4,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,3,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Lakshmipathy Balaji,2,0,2,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,4,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Lakshmipathy Balaji,0,1,1,0,,3,powerplay,wide
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,5,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Lakshmipathy Balaji,1,0,1,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,6,Vijaykumar Yo Mahesh,Xavier Thalaivan Sargunam,Lakshmipathy Balaji,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,4,7,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Lakshmipathy Balaji,0,0,0,0,,3,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,5,1,Vijaykumar Yo Mahesh,Xavier Thalaivan Sargunam,Raju Aushik Srinivas,1,0,1,0,,2,powerplay,
2016,1047343,2016-08-24,league,Chepauk Super Gillies,2,5,2,Xavier Thalaivan Sargunam,Vijaykumar Yo Mahesh,Raju Aushik Srinivas,1,0,1,0,,3,powerplay,
