season,match_id,date,match_stage,batting_team,innings,over,ball,batter,non_striker,bowler,runs_batter,runs_extras,runs_total,is_wicket,wicket_kind,batting_position,phase,extras_type
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,17,3,Xavier Thalaivan Sargunam,Rajagopal Sathish,Maan K Bafna,1,0,1,0,,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,17,4,Rajagopal Sathish,Xavier Thalaivan Sargunam,Maan K Bafna,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,17,5,Xavier Thalaivan Sargunam,Rajagopal Sathish,Maan K Bafna,4,0,4,0,,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,17,6,Xavier Thalaivan Sargunam,Rajagopal Sathish,Maan K Bafna,0,2,2,0,,2,death,wide
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,17,7,Rajagopal Sathish,Xavier Thalaivan Sargunam,Maan K Bafna,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,1,Rajagopal Sathish,Xavier Thalaivan Sargunam,M Raja,6,0,6,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,2,Rajagopal Sathish,Xavier Thalaivan Sargunam,M Raja,4,0,4,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,3,Rajagopal Sathish,Xavier Thalaivan Sargunam,M Raja,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,4,Xavier Thalaivan Sargunam,Rajagopal Sathish,M Raja,6,0,6,0,,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,5,Xavier Thalaivan Sargunam,Rajagopal Sathish,M Raja,4,0,4,0,,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,18,6,Xavier Thalaivan Sargunam,Rajagopal Sathish,M Raja,0,0,0,0,,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,1,Rajagopal Sathish,Xavier Thalaivan Sargunam,Ganapathi Vignesh,4,0,4,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,2,Rajagopal Sathish,Xavier Thalaivan Sargunam,Ganapathi Vignesh,6,0,6,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,3,Rajagopal Sathish,Xavier Thalaivan Sargunam,Ganapathi Vignesh,6,0,6,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,4,Rajagopal Sathish,Xavier Thalaivan Sargunam,Ganapathi Vignesh,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,5,Xavier Thalaivan Sargunam,Rajagopal Sathish,Ganapathi Vignesh,0,0,0,1,caught,2,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,19,6,Rajagopal Sathish,Wenseslaus Antony Dhas,Ganapathi Vignesh,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,1,Rajagopal Sathish,Wenseslaus Antony Dhas,Maan K Bafna,6,0,6,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,2,Rajagopal Sathish,Wenseslaus Antony Dhas,Maan K Bafna,6,0,6,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,3,Rajagopal Sathish,Wenseslaus Antony Dhas,Maan K Bafna,1,0,1,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,4,Wenseslaus Antony Dhas,Rajagopal Sathish,Maan K Bafna,0,0,0,1,caught,6,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,5,Rajagopal Sathish,UNKNOWN,Maan K Bafna,0,4,4,0,,5,death,
2016,1047383,2016-09-10,league,Chepauk Super Gillies,1,20,6,Rajagopal Sathish,Uthirasamy Sasidev,Maan K Bafna,2,0,2,0,,5,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,1,Konda Bhaskir Arun Karthik,UNKNOWN,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,2,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,3,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,4,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,5,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,4,0,4,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,1,6,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,1,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ramadoss Alexander,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,2,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,3,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ramadoss Alexander,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,4,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,5,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,2,6,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,1,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,6,0,6,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,2,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,3,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,4,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,5,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,0,0,0,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,3,6,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,1,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,4,0,4,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,2,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,4,0,4,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,3,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ramadoss Alexander,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,4,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ramadoss Alexander,0,0,0,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,5,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ramadoss Alexander,4,0,4,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,4,6,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ramadoss Alexander,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,1,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,2,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,0,2,2,0,,2,powerplay,wide
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,3,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,4,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,0,1,1,0,,2,powerplay,wide
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,5,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,6,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,7,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Rajagopal Sathish,1,0,1,0,,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,5,8,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Rajagopal Sathish,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,1,Konda Bhaskir Arun Karthik,Ganapathi Vignesh,Ravisrinivasan Sai Kishore,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,2,Ganapathi Vignesh,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,0,0,0,1,caught,2,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,3,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,3,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,4,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Ravisrinivasan Sai Kishore,0,0,0,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,5,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Ravisrinivasan Sai Kishore,1,0,1,0,,1,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,6,6,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,3,powerplay,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,1,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,2,0,2,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,2,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,3,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,4,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,5,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,7,6,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,1,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,2,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Ravisrinivasan Sai Kishore,1,0,1,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,3,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,0,0,0,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,4,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,0,0,0,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,5,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Ravisrinivasan Sai Kishore,1,0,1,0,,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,8,6,Konda Bhaskir Arun Karthik,Poovathinga Shijit Chandran,Ravisrinivasan Sai Kishore,0,0,0,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,1,Poovathinga Shijit Chandran,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,0,0,0,1,caught,3,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,2,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,3,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,4,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Dakshinamoorthy Tamil Kumaran,2,0,2,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,5,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,9,6,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Dakshinamoorthy Tamil Kumaran,4,0,4,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,1,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Ramadoss Alexander,0,0,0,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,2,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Ramadoss Alexander,1,0,1,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,3,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Ramadoss Alexander,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,4,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Ramadoss Alexander,1,0,1,0,,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,5,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Ramadoss Alexander,0,0,0,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,10,6,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Ramadoss Alexander,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,1,Selvam Suresh Kumar,Konda Bhaskir Arun Karthik,Vijaykumar Yo Mahesh,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,2,Konda Bhaskir Arun Karthik,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,0,0,0,1,caught,1,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,3,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,4,Selvam Suresh Kumar,Maan K Bafna,Vijaykumar Yo Mahesh,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,5,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,0,0,0,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,11,6,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,4,0,4,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,1,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,0,0,0,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,2,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,3,Maan K Bafna,Selvam Suresh Kumar,Ramadoss Alexander,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,4,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,0,0,0,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,5,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,4,0,4,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,6,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,0,1,1,0,,4,middle,wide
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,12,7,Selvam Suresh Kumar,Maan K Bafna,Ramadoss Alexander,0,0,0,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,1,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,0,0,0,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,2,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,4,0,4,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,3,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,4,0,4,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,4,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,0,0,0,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,5,Maan K Bafna,Selvam Suresh Kumar,Vijaykumar Yo Mahesh,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,13,6,Selvam Suresh Kumar,Maan K Bafna,Vijaykumar Yo Mahesh,1,0,1,0,,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,1,Selvam Suresh Kumar,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,1,caught,4,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,2,Anton Andrew Subikshan,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,0,,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,3,Anton Andrew Subikshan,Maan K Bafna,Ravisrinivasan Sai Kishore,1,0,1,0,,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,4,Maan K Bafna,Anton Andrew Subikshan,Ravisrinivasan Sai Kishore,0,0,0,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,5,Maan K Bafna,Anton Andrew Subikshan,Ravisrinivasan Sai Kishore,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,14,6,Anton Andrew Subikshan,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,0,,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,1,Maan K Bafna,Anton Andrew Subikshan,Rajagopal Sathish,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,2,Anton Andrew Subikshan,Maan K Bafna,Rajagopal Sathish,0,1,1,0,,6,middle,wide
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,3,Anton Andrew Subikshan,Maan K Bafna,Rajagopal Sathish,1,0,1,0,,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,4,Maan K Bafna,Anton Andrew Subikshan,Rajagopal Sathish,1,0,1,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,5,Anton Andrew Subikshan,Maan K Bafna,Rajagopal Sathish,2,0,2,0,,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,6,Anton Andrew Subikshan,Maan K Bafna,Rajagopal Sathish,0,0,0,1,caught,6,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,15,7,Maan K Bafna,Pitchaiayan Sakthi,Rajagopal Sathish,0,0,0,0,,5,middle,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,1,Pitchaiayan Sakthi,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,2,Pitchaiayan Sakthi,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,3,Pitchaiayan Sakthi,Maan K Bafna,Ravisrinivasan Sai Kishore,0,0,0,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,4,Pitchaiayan Sakthi,Maan K Bafna,Ravisrinivasan Sai Kishore,1,0,1,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,5,Maan K Bafna,Pitchaiayan Sakthi,Ravisrinivasan Sai Kishore,0,0,0,1,caught,5,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,16,6,Pitchaiayan Sakthi,M Raja,Ravisrinivasan Sai Kishore,2,0,2,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,1,M Raja,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,1,bowled,8,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,2,Palani Amarnath,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,0,,9,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,3,Palani Amarnath,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,1,caught,9,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,4,Edward Kennedy,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,0,,10,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,5,Edward Kennedy,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,0,,10,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,17,6,Edward Kennedy,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,1,0,1,0,,10,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,1,Edward Kennedy,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,10,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,2,Pitchaiayan Sakthi,Edward Kennedy,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,3,Pitchaiayan Sakthi,Edward Kennedy,Dakshinamoorthy Tamil Kumaran,2,0,2,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,4,Pitchaiayan Sakthi,Edward Kennedy,Dakshinamoorthy Tamil Kumaran,2,0,2,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,5,Pitchaiayan Sakthi,Edward Kennedy,Dakshinamoorthy Tamil Kumaran,0,0,0,1,run out,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,18,6,SV Muruganantham,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,1,SV Muruganantham,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,2,SV Muruganantham,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,1,0,1,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,3,Pitchaiayan Sakthi,SV Muruganantham,Wenseslaus Antony Dhas,1,0,1,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,4,SV Muruganantham,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,0,0,0,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,5,SV Muruganantham,Pitchaiayan Sakthi,Wenseslaus Antony Dhas,1,0,1,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,19,6,Pitchaiayan Sakthi,SV Muruganantham,Wenseslaus Antony Dhas,4,0,4,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,1,SV Muruganantham,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,2,SV Muruganantham,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,3,Pitchaiayan Sakthi,SV Muruganantham,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,4,Pitchaiayan Sakthi,SV Muruganantham,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,7,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,5,SV Muruganantham,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,0,0,0,0,,11,death,
2016,1047383,2016-09-10,league,Siechem Madurai Panthers,2,20,6,SV Muruganantham,Pitchaiayan Sakthi,Dakshinamoorthy Tamil Kumaran,1,0,1,0,,11,death,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,1,Chezhian Nishaanth,UNKNOWN,M Mohammed,1,0,1,0,,1,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,2,R Kavin,Chezhian Nishaanth,M Mohammed,1,0,1,0,,2,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,3,Chezhian Nishaanth,R Kavin,M Mohammed,1,0,1,0,,1,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,4,R Kavin,Chezhian Nishaanth,M Mohammed,4,0,4,0,,2,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,5,R Kavin,Chezhian Nishaanth,M Mohammed,4,0,4,0,,2,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,1,6,R Kavin,Chezhian Nishaanth,M Mohammed,0,0,0,0,,2,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,2,1,Chezhian Nishaanth,R Kavin,B Arun,0,0,0,0,,1,powerplay,
2016,1047385,2016-09-10,league,Nellai Royal Kings,1,2,2,Chezhian Nishaanth,R Kavin,B Arun,0,0,0,0,,1,powerplay,
