match_id,name,description,date,status,home_team,home_score,away_team,away_score,winner,deliveries
1489107,Lyca Kovai Kings v Dindigul Dragons,1st Match,2025-06-05T13:45Z,,Lyca Kovai Kings,149/8,Dindigul Dragons,"154/3 (17.2/20 ov, target 150)",Dindigul Dragons,227
1489108,Chepauk Super Gillies v IDream Tiruppur Tamizhans,2nd Match,2025-06-06T13:45Z,,Chepauk Super Gillies,"174/2 (16/20 ov, target 174)",IDream Tiruppur Tamizhans,173/6,IDream Tiruppur Tamizhans,227
1489109,Nellai Royal Kings v Trichy Grand Cholas,3rd Match,2025-06-07T13:45Z,,Nellai Royal Kings,"162/5 (19.2/20 ov, target 158)",Trichy Grand Cholas,157/8,Trichy Grand Cholas,246
1489110,Siechem Madurai Panthers v SKM Salem Spartans,4th Match,2025-06-08T09:45Z,,Siechem Madurai Panthers,164/6,SKM Salem Spartans,"167/4 (18.4/20 ov, target 165)",SKM Salem Spartans,245
1489111,Dindigul Dragons v IDream Tiruppur Tamizhans,5th Match,2025-06-08T13:45Z,,Dindigul Dragons,93,IDream Tiruppur Tamizhans,"94/1 (11.5/20 ov, target 94)",IDream Tiruppur Tamizhans,177
1489112,Chepauk Super Gillies v Nellai Royal Kings,6th Match,2025-06-09T13:45Z,,Chepauk Super Gillies,212/7,Nellai Royal Kings,"171/9 (20 ov, target 213)",Nellai Royal Kings,249
1489113,SKM Salem Spartans v Trichy Grand Cholas,7th Match,2025-06-10T13:45Z,,SKM Salem Spartans,179/8,Trichy Grand Cholas,"172/9 (20 ov, target 180)",Trichy Grand Cholas,245
1489114,Lyca Kovai Kings v Siechem Madurai Panthers,8th Match,2025-06-11T13:45Z,,Lyca Kovai Kings,169/5,Siechem Madurai Panthers,"171/3 (17.5/20 ov, target 170)",Siechem Madurai Panthers,234
1489115,SKM Salem Spartans v IDream Tiruppur Tamizhans,9th Match,2025-06-13T13:45Z,,SKM Salem Spartans,"178/6 (19.5/20 ov, target 178)",IDream Tiruppur Tamizhans,177/8,IDream Tiruppur Tamizhans,251
1489116,Chepauk Super Gillies v Lyca Kovai Kings,10th Match,2025-06-14T09:45Z,,Chepauk Super Gillies,"146/2 (15.1/20 ov, target 145)",Lyca Kovai Kings,144,Lyca Kovai Kings,213
1489117,Dindigul Dragons v Siechem Madurai Panthers,11th Match,2025-06-14T13:45Z,,Dindigul Dragons,"151/1 (12.3/20 ov, target 151)",Siechem Madurai Panthers,150/8,Siechem Madurai Panthers,204
1489118,IDream Tiruppur Tamizhans v Trichy Grand Cholas,12th Match,2025-06-15T09:45Z,,IDream Tiruppur Tamizhans,"165/3 (18.5/20 ov, target 165)",Trichy Grand Cholas,164/7,Trichy Grand Cholas,240
1489119,SKM Salem Spartans v Nellai Royal Kings,13th Match,2025-06-15T13:45Z,,SKM Salem Spartans,126/9,Nellai Royal Kings,"130/2 (13.4/20 ov, target 127)",Nellai Royal Kings,206
1489120,Chepauk Super Gillies v Dindigul Dragons,14th Match,2025-06-16T13:45Z,,Chepauk Super Gillies,180/6,Dindigul Dragons,"172/8 (20 ov, target 181)",Dindigul Dragons,248
1489121,Lyca Kovai Kings v Trichy Grand Cholas,15th Match,2025-06-17T13:45Z,,Lyca Kovai Kings,"154/9 (20 ov, target 169)",Trichy Grand Cholas,168/5,Trichy Grand Cholas,251
1489122,Nellai Royal Kings v Siechem Madurai Panthers,16th Match,2025-06-18T13:45Z,,Nellai Royal Kings,"158 (18.5/20 ov, target 169)",Siechem Madurai Panthers,168/9,Siechem Madurai Panthers,244
1489123,SKM Salem Spartans v Chepauk Super Gillies,17th Match,2025-06-19T13:45Z,,SKM Salem Spartans,160/7,Chepauk Super Gillies,"162/4 (16.3/20 ov, target 161)",Chepauk Super Gillies,231
1489124,Nellai Royal Kings v Lyca Kovai Kings,18th Match,2025-06-21T13:45Z,,Nellai Royal Kings,"98 (17.5/20 ov, target 166)",Lyca Kovai Kings,165/6,Lyca Kovai Kings,245
1489125,Dindigul Dragons v SKM Salem Spartans,19th Match,2025-06-22T09:45Z,,Dindigul Dragons,"192/8 (20 ov, target 189)",SKM Salem Spartans,188/7,SKM Salem Spartans,250
1489126,IDream Tiruppur Tamizhans v Siechem Madurai Panthers,20th Match,2025-06-22T13:45Z,,IDream Tiruppur Tamizhans,"121/1 (10.1/20 ov, target 121)",Siechem Madurai Panthers,120,Siechem Madurai Panthers,188
1489127,Chepauk Super Gillies v Trichy Grand Cholas,21st Match,2025-06-23T13:45Z,,Chepauk Super Gillies,178/5,Trichy Grand Cholas,"174/7 (20 ov, target 179)",Trichy Grand Cholas,252
1489128,IDream Tiruppur Tamizhans v Lyca Kovai Kings,22nd Match,2025-06-24T13:45Z,,IDream Tiruppur Tamizhans,"140/3 (16.5/20 ov, target 138)",Lyca Kovai Kings,137/9,Lyca Kovai Kings,228
1489129,Siechem Madurai Panthers v Trichy Grand Cholas,23rd Match,2025-06-25T13:45Z,,Siechem Madurai Panthers,131/7,Trichy Grand Cholas,"137/6 (18.1/20 ov, target 132)",Trichy Grand Cholas,236
1489130,Nellai Royal Kings v Dindigul Dragons,24th Match,2025-06-26T13:45Z,,Nellai Royal Kings,179/6,Dindigul Dragons,"180/6 (18.4/20 ov, target 180)",Dindigul Dragons,242
1489131,Chepauk Super Gillies v Siechem Madurai Panthers,25th Match,2025-06-28T09:45Z,,Chepauk Super Gillies,"114/4 (12.5/14 ov, target 114)",Siechem Madurai Panthers,156/7 (20 ov),Siechem Madurai Panthers,204
1489132,Lyca Kovai Kings v SKM Salem Spartans,26th Match,2025-06-28T13:45Z,,Lyca Kovai Kings,203/6,SKM Salem Spartans,"135 (19.1/20 ov, target 204)",SKM Salem Spartans,245
1489133,Nellai Royal Kings v IDream Tiruppur Tamizhans,27th Match,2025-06-29T09:45Z,,Nellai Royal Kings,"113 (19.4/20 ov, target 183)",IDream Tiruppur Tamizhans,182/5,IDream Tiruppur Tamizhans,257
1489134,Dindigul Dragons v Trichy Grand Cholas,28th Match,2025-06-29T13:45Z,,Dindigul Dragons,150/6,Trichy Grand Cholas,"151/6 (19.3/20 ov, target 151)",Trichy Grand Cholas,246
1489135,Chepauk Super Gillies v IDream Tiruppur Tamizhans,Qualifier 1,2025-07-01T13:45Z,,Chepauk Super Gillies,"123 (16.1/20 ov, target 203)",IDream Tiruppur Tamizhans,202/5,IDream Tiruppur Tamizhans,226
1489136,Dindigul Dragons v Trichy Grand Cholas,Eliminator,2025-07-02T13:45Z,,Dindigul Dragons,"143/4 (16.4/20 ov, target 141)",Trichy Grand Cholas,140/9,Trichy Grand Cholas,230
1489137,Chepauk Super Gillies v Dindigul Dragons,Qualifier 2,2025-07-04T13:45Z,,Chepauk Super Gillies,178/7,Dindigul Dragons,"182/6 (18.4/20 ov, target 179)",Dindigul Dragons,236
