match_id,innings,over,ball,batter,non_striker,bowler,runs_total,runs_batter,runs_extras,play_type,is_wicket,wicket_kind,dismissed,team_score
1379596,1,1,1,Balasubramaniam Sachin,Jayaraman Suresh Kumar,Ganeshan Periyaswamy,0,0,0,no run,0,,,0/0
1379596,1,1,2,Balasubramaniam Sachin,Jayaraman Suresh Kumar,Ganeshan Periyaswamy,1,1,0,run,0,,,1/0
1379596,1,1,3,Jayaraman Suresh Kumar,Balasubramaniam Sachin,Ganeshan Periyaswamy,1,1,0,run,0,,,2/0
1379596,1,1,4,Balasubramaniam Sachin,Jayaraman Suresh Kumar,Ganeshan Periyaswamy,1,1,0,run,0,,,3/0
1379596,1,1,5,Jayaraman Suresh Kumar,Balasubramaniam Sachin,Ganeshan Periyaswamy,0,0,0,no run,0,,,3/0
1379596,1,1,6,Jayaraman Suresh Kumar,Balasubramaniam Sachin,Ganeshan Periyaswamy,1,1,0,run,0,,,4/0
1379596,1,2,1,Jayaraman Suresh Kumar,Balasubramaniam Sachin,P Bhuvaneswaran,0,0,0,no run,0,,,4/0
1379596,1,2,2,Jayaraman Suresh Kumar,Balasubramaniam Sachin,P Bhuvaneswaran,1,1,0,run,0,,,5/0
1379596,1,2,3,Balasubramaniam Sachin,Jayaraman Suresh Kumar,P Bhuvaneswaran,1,0,1,leg bye,0,,,6/0
1379596,1,2,4,Jayaraman Suresh Kumar,Balasubramaniam Sachin,P Bhuvaneswaran,2,2,0,run,0,,,8/0
1379596,1,2,5,Jayaraman Suresh Kumar,Balasubramaniam Sachin,P Bhuvaneswaran,6,6,0,six,0,,,14/0
1379596,1,2,6,Jayaraman Suresh Kumar,Balasubramaniam Sachin,P Bhuvaneswaran,0,0,0,out,1,leg before wicket,Jayaraman Suresh Kumar,14/1
1379596,1,3,1,Balasubramaniam Sachin,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,14/1
1379596,1,3,2,Balasubramaniam Sachin,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,out,1,caught,Balasubramaniam Sachin,14/2
1379596,1,3,3,R Ram Arvindh,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,out,1,caught,R Ram Arvindh,14/3
1379596,1,3,4,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,1,1,0,run,0,,,15/3
1379596,1,3,5,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,2,2,0,run,0,,,17/3
1379596,1,3,6,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,4,4,0,four,0,,,21/3
1379596,1,4,1,U Mukilesh,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,1,1,0,run,0,,,22/3
1379596,1,4,2,Bhardwaj Sai Sudharsan,U Mukilesh,P Bhuvaneswaran,1,1,0,run,0,,,23/3
1379596,1,4,3,U Mukilesh,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,4,4,0,four,0,,,27/3
1379596,1,4,4,U Mukilesh,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,0,0,0,no run,0,,,27/3
1379596,1,4,5,U Mukilesh,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,0,0,0,no run,0,,,27/3
1379596,1,4,6,U Mukilesh,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,0,0,0,no run,0,,,27/3
1379596,1,5,1,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,1,1,0,run,0,,,28/3
1379596,1,5,2,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,28/3
1379596,1,5,3,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,1,1,0,run,0,,,29/3
1379596,1,5,4,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,0,0,0,no run,0,,,29/3
1379596,1,5,5,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,4,4,0,four,0,,,33/3
1379596,1,5,6,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,0,0,0,no run,0,,,33/3
1379596,1,6,1,U Mukilesh,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,4,4,0,four,0,,,37/3
1379596,1,6,2,U Mukilesh,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,0,0,0,no run,0,,,37/3
1379596,1,6,3,U Mukilesh,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,1,1,0,run,0,,,38/3
1379596,1,6,4,Bhardwaj Sai Sudharsan,U Mukilesh,Ganeshan Periyaswamy,0,0,0,no run,0,,,38/3
1379596,1,6,5,Bhardwaj Sai Sudharsan,U Mukilesh,Ganeshan Periyaswamy,0,0,0,no run,0,,,38/3
1379596,1,6,6,Bhardwaj Sai Sudharsan,U Mukilesh,Ganeshan Periyaswamy,4,4,0,four,0,,,42/3
1379596,1,7,1,U Mukilesh,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,42/3
1379596,1,7,2,U Mukilesh,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,42/3
1379596,1,7,3,U Mukilesh,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,43/3
1379596,1,7,4,Bhardwaj Sai Sudharsan,U Mukilesh,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,44/3
1379596,1,7,5,U Mukilesh,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,0,1,leg bye,0,,,45/3
1379596,1,7,6,Bhardwaj Sai Sudharsan,U Mukilesh,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,45/3
1379596,1,8,1,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,46/3
1379596,1,8,2,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,1,1,0,run,0,,,47/3
1379596,1,8,3,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,0,0,0,no run,0,,,47/3
1379596,1,8,4,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,48/3
1379596,1,8,5,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,1,1,0,run,0,,,49/3
1379596,1,8,6,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,50/3
1379596,1,9,1,U Mukilesh,Bhardwaj Sai Sudharsan,S Manigandan,0,0,0,no run,0,,,50/3
1379596,1,9,2,U Mukilesh,Bhardwaj Sai Sudharsan,S Manigandan,2,2,0,run,0,,,52/3
1379596,1,9,3,U Mukilesh,Bhardwaj Sai Sudharsan,S Manigandan,1,1,0,run,0,,,53/3
1379596,1,9,4,Bhardwaj Sai Sudharsan,U Mukilesh,S Manigandan,1,0,1,wide,0,,,54/3
1379596,1,9,5,Bhardwaj Sai Sudharsan,U Mukilesh,S Manigandan,2,2,0,run,0,,,56/3
1379596,1,9,6,Bhardwaj Sai Sudharsan,U Mukilesh,S Manigandan,6,6,0,six,0,,,62/3
1379596,1,9,7,Bhardwaj Sai Sudharsan,U Mukilesh,S Manigandan,2,2,0,run,0,,,64/3
1379596,1,10,1,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,6,6,0,six,0,,,70/3
1379596,1,10,2,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,71/3
1379596,1,10,3,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,1,1,0,run,0,,,72/3
1379596,1,10,4,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,73/3
1379596,1,10,5,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,1,1,0,run,0,,,74/3
1379596,1,10,6,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,75/3
1379596,1,11,1,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,1,0,1,leg bye,0,,,76/3
1379596,1,11,2,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,1,0,1,wide,0,,,77/3
1379596,1,11,3,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,0,0,0,no run,0,,,77/3
1379596,1,11,4,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,4,4,0,four,0,,,81/3
1379596,1,11,5,Bhardwaj Sai Sudharsan,U Mukilesh,Vijay Shankar,1,1,0,run,0,,,82/3
1379596,1,11,6,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,82/3
1379596,1,11,7,U Mukilesh,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,82/3
1379596,1,12,1,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,2,2,0,run,0,,,84/3
1379596,1,12,2,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,1,1,0,run,0,,,85/3
1379596,1,12,3,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,4,4,0,four,0,,,89/3
1379596,1,12,4,U Mukilesh,Bhardwaj Sai Sudharsan, Sriram Ajith Ram,1,1,0,run,0,,,90/3
1379596,1,12,5,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,2,2,0,run,0,,,92/3
1379596,1,12,6,Bhardwaj Sai Sudharsan,U Mukilesh, Sriram Ajith Ram,4,4,0,four,0,,,96/3
1379596,1,13,1,U Mukilesh,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,out,1,leg before wicket,U Mukilesh,96/4
1379596,1,13,2,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,97/4
1379596,1,13,3,Bhardwaj Sai Sudharsan,Atheeq Ur Rahman,Ravisrinivasan Sai Kishore,1,0,1,leg bye,0,,,98/4
1379596,1,13,4,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,99/4
1379596,1,13,5,Bhardwaj Sai Sudharsan,Atheeq Ur Rahman,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,100/4
1379596,1,13,6,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,100/4
1379596,1,14,1,Bhardwaj Sai Sudharsan,Atheeq Ur Rahman,P Bhuvaneswaran,1,1,0,run,0,,,101/4
1379596,1,14,2,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,0,0,0,no run,0,,,101/4
1379596,1,14,3,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,4,4,0,four,0,,,105/4
1379596,1,14,4,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,0,0,0,no run,0,,,105/4
1379596,1,14,5,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,2,2,0,run,0,,,107/4
1379596,1,14,6,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,1,1,0,run,0,,,108/4
1379596,1,15,1,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,108/4
1379596,1,15,2,Atheeq Ur Rahman,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,out,1,bowled,Atheeq Ur Rahman,108/5
1379596,1,15,3,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Vijay Shankar,2,2,0,run,0,,,110/5
1379596,1,15,4,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Vijay Shankar,0,0,0,no run,0,,,110/5
1379596,1,15,5,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Vijay Shankar,4,4,0,four,0,,,114/5
1379596,1,15,6,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Vijay Shankar,1,1,0,run,0,,,115/5
1379596,1,16,1,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,116/5
1379596,1,16,2,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ravisrinivasan Sai Kishore,4,4,0,four,0,,,120/5
1379596,1,16,3,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,121/5
1379596,1,16,4,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,1,1,0,run,0,,,122/5
1379596,1,16,5,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ravisrinivasan Sai Kishore,4,4,0,four,0,,,126/5
1379596,1,16,6,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ravisrinivasan Sai Kishore,4,4,0,four,0,,,130/5
1379596,1,17,1,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,1,1,0,run,0,,,131/5
1379596,1,17,2,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,P Bhuvaneswaran,1,1,0,run,0,,,132/5
1379596,1,17,3,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,2,2,0,run,0,,,134/5
1379596,1,17,4,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,1,1,0,run,0,,,135/5
1379596,1,17,5,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,P Bhuvaneswaran,1,1,0,run,0,,,136/5
1379596,1,17,6,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,P Bhuvaneswaran,6,6,0,six,0,,,142/5
1379596,1,18,1,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ganeshan Periyaswamy,1,1,0,run,0,,,143/5
1379596,1,18,2,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,1,1,0,run,0,,,144/5
1379596,1,18,3,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ganeshan Periyaswamy,1,1,0,run,0,,,145/5
1379596,1,18,4,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,4,4,0,four,0,,,149/5
1379596,1,18,5,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,1,1,0,run,0,,,150/5
1379596,1,18,6,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ganeshan Periyaswamy,1,0,1,no ball,0,,,151/5
1379596,1,18,7,Bhardwaj Sai Sudharsan,Masood Shahrukh Khan,Ganeshan Periyaswamy,0,0,0,no run,0,,,151/5
1379596,1,19,1,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,151/5
1379596,1,19,2,Masood Shahrukh Khan,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,out,1,bowled,Masood Shahrukh Khan,151/6
1379596,1,19,3,M Mohammed,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,151/6
1379596,1,19,4,M Mohammed,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,151/6
1379596,1,19,5,M Mohammed,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,0,0,0,no run,0,,,151/6
1379596,1,19,6,M Mohammed,Bhardwaj Sai Sudharsan,Ravisrinivasan Sai Kishore,4,4,0,four,0,,,155/6
1379596,1,20,1,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,6,6,0,six,0,,,161/6
1379596,1,20,2,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,6,6,0,six,0,,,167/6
1379596,1,20,3,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,2,2,0,run,0,,,169/6
1379596,1,20,4,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,1,1,0,run,0,,,170/6
1379596,1,20,5,M Mohammed,Bhardwaj Sai Sudharsan,Ganeshan Periyaswamy,2,0,2,wide,0,,,172/6
1379596,1,20,6,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,6,6,0,six,0,,,178/6
1379596,1,20,7,Bhardwaj Sai Sudharsan,M Mohammed,Ganeshan Periyaswamy,1,1,0,run,1,run out,Bhardwaj Sai Sudharsan,179/7
1379596,2,1,1,Tushar Raheja,N Sarangarajan Chaturved,K Gowtham Thamarai Kannan,0,0,0,no run,0,,,0/0
1379596,2,1,2,Tushar Raheja,N Sarangarajan Chaturved,K Gowtham Thamarai Kannan,1,1,0,run,0,,,1/0
1379596,2,1,3,N Sarangarajan Chaturved,Tushar Raheja,K Gowtham Thamarai Kannan,4,4,0,four,0,,,5/0
1379596,2,1,4,N Sarangarajan Chaturved,Tushar Raheja,K Gowtham Thamarai Kannan,0,0,0,out,1,leg before wicket,N Sarangarajan Chaturved,5/1
1379596,2,1,5,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,0,0,0,no run,0,,,5/1
1379596,2,1,6,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,1,1,0,run,0,,,6/1
1379596,2,2,1,K Vishal Vaidhya,Tushar Raheja,Manimaran Siddharth,4,0,4,leg bye,0,,,10/1
1379596,2,2,2,K Vishal Vaidhya,Tushar Raheja,Manimaran Siddharth,1,1,0,run,0,,,11/1
1379596,2,2,3,Tushar Raheja,K Vishal Vaidhya,Manimaran Siddharth,4,4,0,four,0,,,15/1
1379596,2,2,4,Tushar Raheja,K Vishal Vaidhya,Manimaran Siddharth,0,0,0,no run,0,,,15/1
1379596,2,2,5,Tushar Raheja,K Vishal Vaidhya,Manimaran Siddharth,0,0,0,no run,0,,,15/1
1379596,2,2,6,Tushar Raheja,K Vishal Vaidhya,Manimaran Siddharth,1,0,1,wide,0,,,16/1
1379596,2,2,7,Tushar Raheja,K Vishal Vaidhya,Manimaran Siddharth,0,0,0,no run,0,,,16/1
1379596,2,3,1,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,0,0,0,no run,0,,,16/1
1379596,2,3,2,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,1,1,0,run,0,,,17/1
1379596,2,3,3,Tushar Raheja,K Vishal Vaidhya,K Gowtham Thamarai Kannan,6,6,0,six,0,,,23/1
1379596,2,3,4,Tushar Raheja,K Vishal Vaidhya,K Gowtham Thamarai Kannan,1,0,1,leg bye,0,,,24/1
1379596,2,3,5,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,0,0,0,no run,0,,,24/1
1379596,2,3,6,K Vishal Vaidhya,Tushar Raheja,K Gowtham Thamarai Kannan,1,1,0,run,0,,,25/1
1379596,2,4,1,K Vishal Vaidhya,Tushar Raheja,Masood Shahrukh Khan,0,0,0,no run,0,,,25/1
1379596,2,4,2,K Vishal Vaidhya,Tushar Raheja,Masood Shahrukh Khan,2,2,0,run,0,,,27/1
1379596,2,4,3,K Vishal Vaidhya,Tushar Raheja,Masood Shahrukh Khan,1,1,0,run,0,,,28/1
1379596,2,4,4,Tushar Raheja,K Vishal Vaidhya,Masood Shahrukh Khan,0,0,0,no run,0,,,28/1
1379596,2,4,5,Tushar Raheja,K Vishal Vaidhya,Masood Shahrukh Khan,4,4,0,four,0,,,32/1
1379596,2,4,6,Tushar Raheja,K Vishal Vaidhya,Masood Shahrukh Khan,0,0,0,no run,0,,,32/1
1379596,2,5,1,K Vishal Vaidhya,Tushar Raheja,L Kiran Akash,4,4,0,four,0,,,36/1
1379596,2,5,2,K Vishal Vaidhya,Tushar Raheja,L Kiran Akash,0,0,0,no run,0,,,36/1
1379596,2,5,3,K Vishal Vaidhya,Tushar Raheja,L Kiran Akash,4,4,0,four,0,,,40/1
1379596,2,5,4,K Vishal Vaidhya,Tushar Raheja,L Kiran Akash,1,1,0,run,0,,,41/1
1379596,2,5,5,Tushar Raheja,K Vishal Vaidhya,L Kiran Akash,0,0,0,no run,0,,,41/1
1379596,2,5,6,Tushar Raheja,K Vishal Vaidhya,L Kiran Akash,0,0,0,no run,0,,,41/1
1379596,2,6,1,K Vishal Vaidhya,Tushar Raheja,Masood Shahrukh Khan,0,0,0,no run,0,,,41/1
1379596,2,6,2,K Vishal Vaidhya,Tushar Raheja,Masood Shahrukh Khan,1,0,1,wide,0,,,42/1
