match_id,name,description,date,status,home_team,home_score,away_team,away_score,winner,deliveries
1439761,Lyca Kovai Kings v Chepauk Super Gillies,1st Match,2024-07-05T13:45Z,,Lyca Kovai Kings,141/7,Chepauk Super Gillies,"128/6 (20 ov, target 142)",Chepauk Super Gillies,246
1439762,Dindigul Dragons v Trichy Grand Cholas,2nd Match,2024-07-06T09:45Z,,Dindigul Dragons,160/8,Trichy Grand Cholas,"144/8 (20 ov, target 161)",Trichy Grand Cholas,248
1439763,SKM Salem Spartans v Siechem Madurai Panthers,3rd Match,2024-07-06T13:45Z,,SKM Salem Spartans,180/7,Siechem Madurai Panthers,"185/6 (19.3/20 ov, target 181)",Siechem Madurai Panthers,246
1439764,Nellai Royal Kings v Chepauk Super Gillies,4th Match,2024-07-07T09:45Z,,Nellai Royal Kings,"168/7 (19.5/20 ov, target 167)",Chepauk Super Gillies,166/6,Chepauk Super Gillies,247
1439765,Lyca Kovai Kings v IDream Tiruppur Tamizhans,5th Match,2024-07-07T13:45Z,,Lyca Kovai Kings,160/7,IDream Tiruppur Tamizhans,"159/8 (20 ov, target 161)",IDream Tiruppur Tamizhans,245
1439766,Dindigul Dragons v SKM Salem Spartans,6th Match,2024-07-08T13:45Z,,Dindigul Dragons,149/9,SKM Salem Spartans,"150/3 (18.1/20 ov, target 150)",SKM Salem Spartans,239
1439767,Siechem Madurai Panthers v Trichy Grand Cholas,7th Match,2024-07-09T13:45Z,,Siechem Madurai Panthers,"126 (16.4/20 ov, target 194)",Trichy Grand Cholas,193/2,Trichy Grand Cholas,235
1439768,Chepauk Super Gillies v IDream Tiruppur Tamizhans,8th Match,2024-07-10T13:45Z,,Chepauk Super Gillies,157/6,IDream Tiruppur Tamizhans,"142/8 (20 ov, target 158)",IDream Tiruppur Tamizhans,244
1439769,Nellai Royal Kings v SKM Salem Spartans,9th Match,2024-07-11T13:45Z,,Nellai Royal Kings,"144/7 (18.5/20 ov, target 142)",SKM Salem Spartans,141,SKM Salem Spartans,237
1439770,Siechem Madurai Panthers v IDream Tiruppur Tamizhans,10th Match,2024-07-13T09:45Z,,Siechem Madurai Panthers,156/9,IDream Tiruppur Tamizhans,"157/6 (18.2/20 ov, target 157)",IDream Tiruppur Tamizhans,245
1439771,Lyca Kovai Kings v Nellai Royal Kings,11th Match,2024-07-13T13:45Z,,Lyca Kovai Kings,"172/1 (18.3/20 ov, target 168)",Nellai Royal Kings,167/7,Nellai Royal Kings,245
1439772,SKM Salem Spartans v Trichy Grand Cholas,12th Match,2024-07-14T09:45Z,,SKM Salem Spartans,"163 (18.3/20 ov, target 199)",Trichy Grand Cholas,198/5,Trichy Grand Cholas,238
1439773,Chepauk Super Gillies v Dindigul Dragons,13th Match,2024-07-14T13:45Z,,Chepauk Super Gillies,"65/1 (4.5/7 ov, target 65)",Dindigul Dragons,64/6 (7/7 ov),Dindigul Dragons,73
1439774,Siechem Madurai Panthers v Nellai Royal Kings,14th Match,2024-07-15T13:45Z,,Siechem Madurai Panthers,,Nellai Royal Kings,33/2 (5.2/15 ov),Nellai Royal Kings,35
1439775,Trichy Grand Cholas v Lyca Kovai Kings,15th Match,2024-07-16T13:45Z,,Trichy Grand Cholas,124/9,Lyca Kovai Kings,"125/2 (16.1/20 ov, target 125)",Lyca Kovai Kings,225
1439776,IDream Tiruppur Tamizhans v Dindigul Dragons,16th Match,2024-07-17T13:45Z,,IDream Tiruppur Tamizhans,108/4 (13/13 ov),Dindigul Dragons,"111/2 (11.5/13 ov, target 109)",Dindigul Dragons,161
1439777,SKM Salem Spartans v Chepauk Super Gillies,17th Match,2024-07-18T13:45Z,,SKM Salem Spartans,"133/5 (20 ov, target 157)",Chepauk Super Gillies,156/7,Chepauk Super Gillies,255
1439778,Trichy Grand Cholas v Nellai Royal Kings,18th Match,2024-07-20T13:45Z,,Trichy Grand Cholas,"182/6 (19.3/20 ov, target 178)",Nellai Royal Kings,177/9,Nellai Royal Kings,252
1439779,Dindigul Dragons v Lyca Kovai Kings,19th Match,2024-07-21T09:45Z,,Dindigul Dragons,"176/5 (19.2/20 ov, target 173)",Lyca Kovai Kings,172/5,Lyca Kovai Kings,248
1439780,IDream Tiruppur Tamizhans v SKM Salem Spartans,20th Match,2024-07-21T13:45Z,,IDream Tiruppur Tamizhans,192/9,SKM Salem Spartans,"141/8 (20 ov, target 193)",SKM Salem Spartans,252
1439781,Trichy Grand Cholas v Chepauk Super Gillies,21st Match,2024-07-22T13:45Z,,Trichy Grand Cholas,"184/7 (20 ov, target 199)",Chepauk Super Gillies,198/4,Chepauk Super Gillies,245
1439782,Siechem Madurai Panthers v Lyca Kovai Kings,22nd Match,2024-07-23T13:45Z,,Siechem Madurai Panthers,"120 (20 ov, target 164)",Lyca Kovai Kings,163/9,Lyca Kovai Kings,249
1439783,Nellai Royal Kings v IDream Tiruppur Tamizhans,23rd Match,2024-07-24T13:45Z,,Nellai Royal Kings,"184/9 (20 ov, target 190)",IDream Tiruppur Tamizhans,189/8,IDream Tiruppur Tamizhans,252
1439784,Dindigul Dragons v Siechem Madurai Panthers,24th Match,2024-07-26T13:45Z,,Dindigul Dragons,201/5,Siechem Madurai Panthers,"171/8 (20 ov, target 202)",Siechem Madurai Panthers,251
1439785,SKM Salem Spartans v Lyca Kovai Kings,25th Match,2024-07-27T09:45Z,,SKM Salem Spartans,171/4,Lyca Kovai Kings,"175/9 (20 ov, target 172)",Lyca Kovai Kings,257
1439786,IDream Tiruppur Tamizhans v Trichy Grand Cholas,26th Match,2024-07-27T13:45Z,,IDream Tiruppur Tamizhans,169/8,Trichy Grand Cholas,"122 (16.5/20 ov, target 170)",Trichy Grand Cholas,230
1439787,Chepauk Super Gillies v Siechem Madurai Panthers,27th Match,2024-07-28T09:45Z,,Chepauk Super Gillies,"182/8 (20 ov, target 192)",Siechem Madurai Panthers,191/4,Siechem Madurai Panthers,246
1439788,Nellai Royal Kings v Dindigul Dragons,28th Match,2024-07-28T13:45Z,,Nellai Royal Kings,"138/6 (17.5/20 ov, target 137)",Dindigul Dragons,136,Dindigul Dragons,234
1439789,Lyca Kovai Kings v IDream Tiruppur Tamizhans,Qualifier 1,2024-07-30T13:45Z,,Lyca Kovai Kings,"201/3 (18.5/20 ov, target 201)",IDream Tiruppur Tamizhans,200/3,IDream Tiruppur Tamizhans,237
1439790,Chepauk Super Gillies v Dindigul Dragons,Eliminator,2024-07-31T13:45Z,,Chepauk Super Gillies,158/6,Dindigul Dragons,"161/6 (19.5/20 ov, target 159)",Dindigul Dragons,246
1439791,Dindigul Dragons v IDream Tiruppur Tamizhans,Qualifier 2,2024-08-02T13:45Z,,Dindigul Dragons,"112/1 (10.5/20 ov, target 109)",IDream Tiruppur Tamizhans,108,IDream Tiruppur Tamizhans,189
1439792,Lyca Kovai Kings v Dindigul Dragons,Final,2024-08-04T13:45Z,,Lyca Kovai Kings,129/7,Dindigul Dragons,"131/4 (18.2/20 ov, target 130)",Dindigul Dragons,236
