match_id,name,description,date,status,home_team,home_score,away_team,away_score,winner,deliveries
1107269,Karaikudi Kaalai v Chepauk Super Gillies,16th Match,2017-08-04T13:45Z,,IDream Tiruppur Tamizhans,110/9,Chepauk Super Gillies,"113/4 (14.5/20 ov, target 111)",Chepauk Super Gillies,218
1107270,Dindigul Dragons v Ruby Trichy Warriors,17th Match,2017-08-05T09:45Z,,Dindigul Dragons,154/7,Trichy Grand Cholas,"131/7 (20 ov, target 155)",Trichy Grand Cholas,246
1107271,VB Thiruvallur Veerans v Albert TUTI Patriots,18th Match,2017-08-05T13:45Z,,Nellai Royal Kings,165/4,SKM Salem Spartans,"171/4 (19.1/20 ov, target 166)",SKM Salem Spartans,240
1107272,Madurai Super Giant v Chepauk Super Gillies,19th Match,2017-08-06T13:45Z,,Siechem Madurai Panthers,163/7,Chepauk Super Gillies,"164/5 (19/20 ov, target 164)",Chepauk Super Gillies,242
1107273,Dindigul Dragons v Karaikudi Kaalai,20th Match,2017-08-07T13:45Z,,Dindigul Dragons,"143 (20 ov, target 151)",IDream Tiruppur Tamizhans,150/7,IDream Tiruppur Tamizhans,256
1107274,Madurai Super Giant v VB Thiruvallur Veerans,21th Match,2017-08-08T13:45Z,,Siechem Madurai Panthers,145/3 (14/14 ov),Nellai Royal Kings,"147/7 (13.3/14 ov, target 147)",Nellai Royal Kings,175
1107275,Chepauk Super Gillies v Ruby Trichy Warriors,22nd Match,2017-08-09T13:45Z,,Chepauk Super Gillies,"136/4 (15.4/17 ov, target 133)",Trichy Grand Cholas,132/7 (17/17 ov),Trichy Grand Cholas,204
1107276,Lyca Kovai Kings v Madurai Super Giant,23rd Match,2017-08-10T13:45Z,,Lyca Kovai Kings,,Siechem Madurai Panthers,,Siechem Madurai Panthers,0
1107277,Karaikudi Kaalai v Ruby Trichy Warriors,24th Match,2017-08-11T13:45Z,,IDream Tiruppur Tamizhans,"193/4 (18.5/20 ov, target 191)",Trichy Grand Cholas,190/2,Trichy Grand Cholas,244
1107278,VB Thiruvallur Veerans v Lyca Kovai Kings,25th Match,2017-08-12T13:45Z,,Nellai Royal Kings,196/6,Lyca Kovai Kings,"197/3 (20 ov, target 197)",Lyca Kovai Kings,249
1107279,Albert TUTI Patriots v Madurai Super Giant,26th Match,2017-08-13T09:45Z,,SKM Salem Spartans,196/6,Siechem Madurai Panthers,"59 (8.5/20 ov, target 197)",Siechem Madurai Panthers,182
1107280,Dindigul Dragons v Chepauk Super Gillies,27th Match,2017-08-13T13:45Z,,Dindigul Dragons,145/8,Chepauk Super Gillies,"146/5 (19.4/20 ov, target 146)",Chepauk Super Gillies,245
1107281,Ruby Trichy Warriors v Lyca Kovai Kings,28th Match,2017-08-14T13:45Z,,Trichy Grand Cholas,134/7,Lyca Kovai Kings,"135/3 (18.4/20 ov, target 135)",Lyca Kovai Kings,237
1107282,Albert TUTI Patriots v Chepauk Super Gillies,Qualifier 1,2017-08-15T13:45Z,,SKM Salem Spartans,"118/2 (12.3/20 ov, target 115)",Chepauk Super Gillies,114,Chepauk Super Gillies,200
1107283,Lyca Kovai Kings v Karaikudi Kaalai,Eliminator,2017-08-16T13:45Z,,Lyca Kovai Kings,"194/6 (19/20 ov, target 194)",IDream Tiruppur Tamizhans,193/3,IDream Tiruppur Tamizhans,252
1107284,Chepauk Super Gillies v Lyca Kovai Kings,Qualifier 2,2017-08-18T13:45Z,,Chepauk Super Gillies,"90/1 (11 ov, target 64)",Lyca Kovai Kings,136/9 (20 ov),Lyca Kovai Kings,193
1107285,Albert TUTI Patriots v Chepauk Super Gillies,Final,2017-08-20T13:45Z,,SKM Salem Spartans,143/8,Chepauk Super Gillies,"145/4 (19/20 ov, target 144)",Chepauk Super Gillies,238
