season,batter,team,avg_pos,matches,innings,runs,mean_rpi,median_rpi,sr,death_sr,z_volume,z_efficiency,z_finishing,z_consistency,index,season_rank
2010,JA Morkel,Chennai Super Kings,5.84,11,11,198,18.0,14.0,151.1,176.3,-0.55,0.92,-0.0,-0.5,-0.03,14
2010,RG Sharma,Deccan Chargers,4.31,16,16,404,25.2,12.0,133.8,163.6,0.79,0.1,-0.29,-0.83,-0.06,15
2010,KD Karthik,Delhi Daredevils,4.86,14,14,278,19.9,17.0,117.3,186.0,-0.21,-0.68,0.22,-0.01,-0.17,16
2010,Yuvraj Singh,Kings XI Punjab,4.06,14,14,255,18.2,17.5,128.1,158.2,-0.51,-0.17,-0.42,0.07,-0.25,17
2010,M Manhas,Delhi Daredevils,5.99,8,8,157,19.6,24.0,105.4,116.4,-0.25,-1.24,-1.37,1.14,-0.43,18
2010,TL Suman,Deccan Chargers,4.52,14,14,307,21.9,13.0,119.5,142.0,0.17,-0.58,-0.78,-0.67,-0.46,19
2010,AA Jhunjhunwala,Rajasthan Royals,4.75,10,10,183,18.3,12.0,110.2,166.7,-0.49,-1.01,-0.22,-0.83,-0.64,20
2010,LRPL Taylor,Royal Challengers Bangalore,5.29,7,7,88,12.6,10.0,117.3,152.4,-1.54,-0.68,-0.55,-1.16,-0.98,21
2010,R Sathish,Mumbai Indians,5.99,10,10,112,11.2,8.5,116.7,147.5,-1.8,-0.71,-0.66,-1.41,-1.14,22
2010,DJ Bravo,Mumbai Indians,4.81,8,8,61,7.6,6.5,115.1,170.6,-2.45,-0.78,-0.13,-1.73,-1.28,23
2010,P Dogra,Rajasthan Royals,6.38,8,8,107,13.4,6.5,100.9,142.5,-1.4,-1.45,-0.77,-1.73,-1.34,24
2011,MS Dhoni,Chennai Super Kings,4.68,13,13,392,30.2,26.0,158.7,205.4,1.8,2.52,2.31,1.39,2.01,1
2011,YK Pathan,Kolkata Knight Riders,4.54,11,11,283,25.7,26.0,140.8,163.6,1.14,1.38,0.64,1.39,1.14,2
2011,Yuvraj Singh,Pune Warriors,4.74,13,13,343,26.4,23.0,131.4,166.7,1.24,0.79,0.76,0.99,0.95,3
2011,AB de Villiers,Royal Challengers Bangalore,4.17,13,13,312,24.0,21.0,128.4,182.8,0.89,0.6,1.41,0.72,0.9,4
2011,Y Venugopal Rao,Delhi Daredevils,5.13,14,14,336,24.0,25.0,120.0,176.8,0.89,0.07,1.17,1.26,0.84,5
2011,RG Sharma,Mumbai Indians,4.13,13,13,372,28.6,18.0,125.3,173.1,1.58,0.4,1.02,0.32,0.83,6
2011,MK Tiwary,Kolkata Knight Riders,4.01,13,13,359,27.6,30.0,110.5,136.1,1.43,-0.54,-0.46,1.93,0.59,7
2011,BJ Hodge,Kochi Tuskers Kerala,4.52,14,14,285,20.4,21.5,120.8,174.0,0.34,0.11,1.06,0.79,0.58,8
2011,RV Uthappa,Pune Warriors,4.57,13,13,264,20.3,22.0,126.3,150.0,0.34,0.47,0.1,0.86,0.44,9
2011,RA Jadeja,Kochi Tuskers Kerala,5.39,12,12,283,23.6,23.0,124.1,137.3,0.83,0.33,-0.41,0.99,0.43,10
2011,Harbhajan Singh,Mumbai Indians,5.42,8,8,103,12.9,11.5,145.1,171.4,-0.77,1.65,0.95,-0.56,0.32,11
2011,JR Hopes,Delhi Daredevils,4.79,8,8,196,24.5,17.0,124.1,140.0,0.96,0.32,-0.3,0.18,0.29,12
2011,KD Karthik,Kings XI Punjab,4.17,13,13,282,21.7,21.0,128.2,127.1,0.54,0.58,-0.82,0.72,0.26,13
2011,DB Ravi Teja,Deccan Chargers,4.21,9,9,183,20.3,14.0,127.1,147.4,0.34,0.51,-0.01,-0.22,0.16,14
2011,B Chipli,Deccan Chargers,4.19,13,13,207,15.9,10.0,121.8,181.8,-0.32,0.18,1.37,-0.76,0.12,15
2011,JP Duminy,Deccan Chargers,4.3,10,10,205,20.5,17.5,117.8,142.9,0.37,-0.07,-0.19,0.25,0.09,16
2011,LRPL Taylor,Rajasthan Royals,4.85,11,11,181,16.5,13.0,119.1,161.5,-0.24,0.01,0.56,-0.36,-0.01,17
2011,AL Menaria,Rajasthan Royals,4.59,10,10,180,18.0,21.5,118.4,105.3,-0.01,-0.03,-1.69,0.79,-0.24,18
2011,DT Christian,Deccan Chargers,5.63,13,13,190,14.6,14.0,119.5,137.9,-0.51,0.03,-0.38,-0.22,-0.27,19
2011,JA Morkel,Chennai Super Kings,5.69,12,12,138,11.5,9.0,135.3,139.3,-0.98,1.03,-0.33,-0.9,-0.29,20
2011,IK Pathan,Delhi Daredevils,5.31,12,12,150,12.5,10.5,108.7,160.3,-0.83,-0.65,0.51,-0.69,-0.42,21
2011,AM Rahane,Rajasthan Royals,4.34,7,7,120,17.1,15.0,122.4,105.6,-0.13,0.22,-1.68,-0.09,-0.42,22
2011,Y Nagar,Delhi Daredevils,5.79,10,10,111,11.1,10.5,111.0,157.9,-1.04,-0.5,0.41,-0.69,-0.46,23
2011,KA Pollard,Mumbai Indians,5.71,12,12,146,12.2,13.0,109.8,140.0,-0.88,-0.58,-0.3,-0.36,-0.53,24
2011,SS Tiwary,Royal Challengers Bangalore,5.14,13,13,187,14.4,13.0,99.5,129.1,-0.55,-1.24,-0.74,-0.36,-0.72,25
2011,A Symonds,Mumbai Indians,5.29,9,9,135,15.0,8.0,97.8,130.2,-0.45,-1.34,-0.69,-1.03,-0.88,26
2011,M Manhas,Pune Warriors,4.23,10,10,114,11.4,7.5,92.7,115.0,-0.99,-1.67,-1.3,-1.1,-1.26,27
2011,DJ Hussey,Kings XI Punjab,5.25,8,8,64,8.0,3.5,101.6,122.7,-1.5,-1.1,-0.99,-1.64,-1.31,28
2011,AM Nayar,Kings XI Punjab,5.01,9,9,61,6.8,3.0,91.0,138.5,-1.68,-1.77,-0.36,-1.7,-1.38,29
2011,RV Gomez,Kochi Tuskers Kerala,6.9,8,8,46,5.8,1.5,92.0,107.0,-1.83,-1.71,-1.62,-1.91,-1.77,30
2012,AB de Villiers,Royal Challengers Bangalore,4.68,13,13,319,24.5,14.0,161.1,215.7,1.24,2.48,2.68,-0.2,1.55,1
2012,DJ Bravo,Chennai Super Kings,5.35,16,16,371,23.2,20.5,140.5,193.6,0.99,1.0,1.76,0.96,1.18,2
2012,SPD Smith,Pune Warriors,5.48,14,14,362,25.9,24.5,135.6,170.7,1.48,0.65,0.79,1.67,1.15,3
2012,JP Duminy,Deccan Chargers,4.52,9,9,244,27.1,24.0,128.4,176.6,1.71,0.14,1.04,1.58,1.12,4
2012,OA Shah,Rajasthan Royals,4.17,13,13,340,26.2,23.0,132.8,172.0,1.54,0.45,0.85,1.4,1.06,5
2012,AT Rayudu,Mumbai Indians,4.86,15,15,333,22.2,18.0,132.1,189.7,0.8,0.41,1.59,0.51,0.83,6
2012,DJ Hussey,Kings XI Punjab,4.26,15,15,396,26.4,18.0,129.8,173.3,1.58,0.24,0.9,0.51,0.81,7
2012,MS Dhoni,Chennai Super Kings,4.72,17,17,358,21.1,23.0,128.8,155.9,0.59,0.17,0.17,1.4,0.58,8
2012,DT Christian,Deccan Chargers,4.26,7,7,145,20.7,24.0,122.9,161.7,0.53,-0.26,0.41,1.58,0.57,9
2012,BJ Hodge,Rajasthan Royals,4.68,12,12,245,20.4,17.5,140.0,150.0,0.47,0.97,-0.08,0.42,0.45,10
2012,KA Pollard,Mumbai Indians,6.02,11,11,220,20.0,16.0,138.4,143.7,0.39,0.85,-0.35,0.16,0.26,11
2012,Azhar Mahmood,Kings XI Punjab,5.23,10,10,186,18.6,16.0,131.0,158.3,0.13,0.32,0.27,0.16,0.22,12
2012,JA Morkel,Chennai Super Kings,6.48,12,12,107,8.9,5.5,157.4,178.4,-1.67,2.21,1.12,-1.71,-0.01,13
2012,SS Tiwary,Royal Challengers Bangalore,4.54,11,11,191,17.4,18.0,112.4,159.6,-0.1,-1.01,0.32,0.51,-0.07,14
2012,Y Nagar,Delhi Daredevils,6.03,8,8,153,19.1,19.5,115.0,139.7,0.23,-0.82,-0.51,0.78,-0.08,15
2012,IK Pathan,Delhi Daredevils,5.58,12,12,176,14.7,10.0,139.7,155.9,-0.6,0.94,0.17,-0.91,-0.1,16
2012,Y Venugopal Rao,Delhi Daredevils,4.14,7,7,132,18.9,18.0,104.8,150.0,0.18,-1.55,-0.08,0.51,-0.23,17
2012,M Manhas,Pune Warriors,6.25,7,7,120,17.1,11.0,125.0,150.0,-0.14,-0.1,-0.08,-0.73,-0.26,18
2012,AL Menaria,Rajasthan Royals,4.43,12,12,220,18.3,20.0,108.9,128.8,0.08,-1.25,-0.97,0.87,-0.32,19
2012,DB Das,Kolkata Knight Riders,6.01,10,10,126,12.6,11.5,135.5,140.7,-0.98,0.64,-0.47,-0.64,-0.36,20
2012,LRPL Taylor,Delhi Daredevils,4.63,12,12,197,16.4,12.5,115.2,141.7,-0.27,-0.8,-0.43,-0.46,-0.49,21
2012,RA Jadeja,Chennai Super Kings,5.57,14,14,191,13.6,9.0,126.5,134.4,-0.79,0.0,-0.74,-1.09,-0.65,22
2012,Shakib Al Hasan,Kolkata Knight Riders,4.82,7,7,91,13.0,11.0,123.0,133.3,-0.91,-0.25,-0.78,-0.73,-0.67,23
2012,KD Karthik,Mumbai Indians,4.24,14,14,238,17.0,13.5,111.7,121.4,-0.16,-1.05,-1.28,-0.29,-0.7,24
2012,AD Mathews,Pune Warriors,6.28,8,8,127,15.9,11.0,117.6,125.5,-0.37,-0.63,-1.11,-0.73,-0.71,25
2012,LR Shukla,Kolkata Knight Riders,6.75,7,7,75,10.7,8.0,131.6,129.0,-1.33,0.37,-0.96,-1.26,-0.8,26
2012,MK Tiwary,Kolkata Knight Riders,4.38,15,15,260,17.3,12.0,105.7,123.6,-0.1,-1.48,-1.19,-0.55,-0.83,27
2012,YK Pathan,Kolkata Knight Riders,5.11,16,16,194,12.1,9.0,114.8,126.2,-1.07,-0.83,-1.08,-1.09,-1.02,28
2012,PP Chawla,Kings XI Punjab,6.94,12,12,106,8.8,8.5,120.5,130.0,-1.68,-0.43,-0.92,-1.17,-1.05,29
2012,J Botha,Rajasthan Royals,6.2,7,7,58,8.3,7.0,107.4,126.3,-1.78,-1.36,-1.08,-1.44,-1.42,30
2013,DA Miller,Kings XI Punjab,4.74,12,12,418,34.8,27.0,164.6,210.6,2.67,1.9,1.32,2.22,2.03,1
2013,AB de Villiers,Royal Challengers Bangalore,4.06,14,14,360,25.7,25.0,164.4,238.5,1.19,1.89,1.95,1.87,1.73,2
2013,MS Dhoni,Chennai Super Kings,5.1,16,16,461,28.8,22.5,162.9,202.8,1.69,1.82,1.15,1.43,1.52,3
2013,RG Sharma,Mumbai Indians,4.07,19,19,538,28.3,20.0,131.5,205.3,1.61,0.24,1.2,0.99,1.01,4
2013,KA Pollard,Mumbai Indians,5.41,18,18,420,23.3,19.0,149.5,167.8,0.8,1.14,0.36,0.81,0.78,5
2013,BJ Rohrer,Delhi Daredevils,5.24,8,8,193,24.1,13.5,137.9,225.7,0.93,0.56,1.67,-0.15,0.75,6
2013,SPD Smith,Pune Warriors,4.63,7,7,159,22.7,17.0,120.5,200.0,0.7,-0.32,1.09,0.46,0.48,7
2013,DJG Sammy,Sunrisers Hyderabad,5.93,9,9,174,19.3,18.0,131.8,170.0,0.15,0.25,0.41,0.64,0.36,8
2013,YK Pathan,Kolkata Knight Riders,4.18,16,16,332,20.8,18.0,138.3,143.9,0.38,0.58,-0.18,0.64,0.35,9
2013,EJG Morgan,Kolkata Knight Riders,4.64,13,13,307,23.6,15.0,127.9,167.6,0.85,0.06,0.35,0.11,0.34,10
2013,BJ Hodge,Rajasthan Royals,5.79,14,14,293,20.9,17.0,134.4,154.5,0.41,0.38,0.06,0.46,0.33,11
2013,MC Henriques,Royal Challengers Bangalore,4.79,9,9,165,18.3,16.0,132.0,164.2,-0.01,0.26,0.27,0.29,0.2,12
2013,RA Jadeja,Chennai Super Kings,5.98,14,14,201,14.4,13.0,148.9,174.1,-0.66,1.11,0.5,-0.24,0.18,13
2013,MR Marsh,Pune Warriors,6.02,8,8,140,17.5,14.5,132.1,170.5,-0.15,0.27,0.42,0.02,0.14,14
2013,AD Mathews,Pune Warriors,5.39,10,10,172,17.2,18.5,123.7,154.9,-0.19,-0.15,0.07,0.73,0.11,15
2013,STR Binny,Rajasthan Royals,4.97,16,16,293,18.3,11.5,147.2,147.7,-0.01,1.03,-0.1,-0.51,0.1,16
2013,NLTC Perera,Sunrisers Hyderabad,5.83,14,14,233,16.6,14.0,142.9,148.5,-0.28,0.81,-0.08,-0.07,0.1,17
2013,DJ Hussey,Kings XI Punjab,4.2,11,11,235,21.4,21.0,112.4,123.1,0.48,-0.72,-0.65,1.17,0.07,18
2013,AT Rayudu,Mumbai Indians,5.31,15,15,265,17.7,17.0,114.7,150.6,-0.12,-0.61,-0.03,0.46,-0.07,19
2013,R Sathish,Kings XI Punjab,5.89,8,8,109,13.6,11.5,141.6,159.5,-0.77,0.74,0.17,-0.51,-0.09,20
2013,KM Jadhav,Delhi Daredevils,6.14,10,10,152,15.2,15.5,122.6,150.0,-0.52,-0.21,-0.04,0.2,-0.14,21
2013,SV Samson,Rajasthan Royals,4.32,10,10,206,20.6,10.0,115.7,137.0,0.36,-0.56,-0.34,-0.77,-0.33,22
2013,DH Yagnik,Rajasthan Royals,5.44,9,9,125,13.9,10.0,130.2,150.0,-0.73,0.17,-0.04,-0.77,-0.34,23
2013,Azhar Mahmood,Kings XI Punjab,4.27,10,10,196,19.6,8.5,127.3,113.9,0.2,0.03,-0.86,-1.03,-0.42,24
2013,BB Samantray,Sunrisers Hyderabad,5.3,7,7,123,17.6,10.0,110.8,142.9,-0.13,-0.8,-0.21,-0.77,-0.48,25
2013,MK Tiwary,Kolkata Knight Riders,4.75,9,9,146,16.2,15.0,104.3,123.3,-0.35,-1.13,-0.65,0.11,-0.51,26
2013,Gurkeerat Singh,Kings XI Punjab,4.94,9,9,108,12.0,10.0,113.7,155.6,-1.04,-0.66,0.08,-0.77,-0.6,27
2013,DJ Bravo,Chennai Super Kings,5.28,12,12,121,10.1,9.5,114.2,144.0,-1.35,-0.63,-0.18,-0.86,-0.76,28
2013,IK Pathan,Delhi Daredevils,6.49,13,13,142,10.9,10.0,93.4,121.7,-1.21,-1.68,-0.68,-0.77,-1.09,29
2013,S Badrinath,Chennai Super Kings,4.35,7,7,124,17.7,16.0,102.5,0.0,-0.11,-1.22,-3.44,0.29,-1.12,30
