season,batter,team,avg_pos,matches,innings,runs,mean_rpi,median_rpi,sr,death_sr
2012,WD Parnell,Pune Warriors,5.241,5,5,19,3.8,2.0,70.3704,61.5385
2012,WP Saha,Chennai Super Kings,4.0,1,1,6,6.0,6.0,42.8571,
2012,Y Nagar,Delhi Daredevils,6.03,8,8,153,19.125,19.5,115.0376,139.7436
2012,Y Venugopal Rao,Delhi Daredevils,4.14,7,7,132,18.8571,18.0,104.7619,150.0
2012,YK Pathan,Kolkata Knight Riders,5.106,16,16,194,12.125,9.0,114.7929,126.2136
2013,AB McDonald,Royal Challengers Bangalore,5.0,1,1,0,0.0,0.0,0.0,0.0
2013,AB de Villiers,Royal Challengers Bangalore,4.063,14,14,360,25.7143,25.0,164.3836,238.4615
2013,AD Mathews,Pune Warriors,5.39,10,10,172,17.2,18.5,123.741,154.902
2013,AD Russell,Delhi Daredevils,6.6,2,2,11,5.5,5.5,78.5714,78.5714
2013,AL Menaria,Rajasthan Royals,7.0,1,1,1,1.0,1.0,50.0,50.0
2013,AM Nayar,Pune Warriors,6.703,9,9,66,7.3333,2.0,90.411,77.7778
2013,AT Rayudu,Mumbai Indians,5.311,15,15,265,17.6667,17.0,114.7186,150.5747
2013,Azhar Mahmood,Kings XI Punjab,4.266,10,10,196,19.6,8.5,127.2727,113.8889
2013,BB Samantray,Sunrisers Hyderabad,5.298,7,7,123,17.5714,10.0,110.8108,142.8571
2013,BJ Hodge,Rajasthan Royals,5.79,14,14,293,20.9286,17.0,134.4037,154.5455
2013,BJ Rohrer,Delhi Daredevils,5.241,8,8,193,24.125,13.5,137.8571,225.7143
2013,BMAJ Mendis,Delhi Daredevils,5.0,3,3,23,7.6667,11.0,85.1852,
2013,CM Gautam,Delhi Daredevils,6.676,3,3,44,14.6667,12.0,129.4118,135.7143
2013,DA Miller,Kings XI Punjab,4.739,12,12,418,34.8333,27.0,164.5669,210.5882
2013,DB Das,Kolkata Knight Riders,6.118,6,6,75,12.5,13.0,101.3514,83.3333
2013,DB Ravi Teja,Sunrisers Hyderabad,4.889,2,2,14,7.0,7.0,82.3529,80.0
2013,DH Yagnik,Rajasthan Royals,5.444,9,9,125,13.8889,10.0,130.2083,150.0
2013,DJ Bravo,Chennai Super Kings,5.277,12,12,121,10.0833,9.5,114.1509,144.0
2013,DJ Hussey,Kings XI Punjab,4.2,11,11,235,21.3636,21.0,112.4402,123.0769
2013,DJG Sammy,Sunrisers Hyderabad,5.926,9,9,174,19.3333,18.0,131.8182,170.0
2013,DT Christian,Royal Challengers Bangalore,5.0,2,2,6,3.0,3.0,40.0,100.0
2013,EJG Morgan,Kolkata Knight Riders,4.644,13,13,307,23.6154,15.0,127.9167,167.6056
2013,Gurkeerat Singh,Kings XI Punjab,4.939,9,9,108,12.0,10.0,113.6842,155.5556
2013,IK Pathan,Delhi Daredevils,6.49,13,13,142,10.9231,10.0,93.4211,121.7391
2013,J Botha,Delhi Daredevils,4.885,6,6,43,7.1667,4.5,82.6923,30.0
2013,J Syed Mohammad,Royal Challengers Bangalore,7.0,2,2,10,5.0,5.0,76.9231,50.0
2013,JA Morkel,Chennai Super Kings,6.703,3,3,46,15.3333,13.0,124.3243,150.0
2013,JP Faulkner,Rajasthan Royals,5.93,9,9,57,6.3333,3.0,100.0,113.1579
2013,KA Pollard,Mumbai Indians,5.414,18,18,420,23.3333,19.0,149.4662,167.7852
2013,KB Arun Karthik,Royal Challengers Bangalore,6.675,5,5,41,8.2,5.0,107.8947,91.6667
2013,KK Nair,Royal Challengers Bangalore,4.5,2,2,9,4.5,4.5,75.0,
2013,KM Jadhav,Delhi Daredevils,6.142,10,10,152,15.2,15.5,122.5806,150.0
2013,KV Sharma,Sunrisers Hyderabad,6.753,7,7,85,12.1429,6.0,98.8372,106.6667
2013,LJ Wright,Pune Warriors,5.127,5,5,106,21.2,19.0,176.6667,227.027
2013,LRPL Taylor,Pune Warriors,3.987,5,5,63,12.6,15.0,82.8947,88.8889
2013,M Manhas,Pune Warriors,6.765,2,2,13,6.5,6.5,76.4706,91.6667
2013,M Rawat,Pune Warriors,7.0,1,1,5,5.0,5.0,45.4545,66.6667
2013,MC Henriques,Royal Challengers Bangalore,4.787,9,9,165,18.3333,16.0,132.0,164.1509
2013,MC Juneja,Delhi Daredevils,3.993,7,7,125,17.8571,15.0,97.6562,106.25
2013,MK Tiwary,Kolkata Knight Riders,4.746,9,9,146,16.2222,15.0,104.2857,123.2558
2013,MR Marsh,Pune Warriors,6.018,8,8,140,17.5,14.5,132.0755,170.4545
2013,MS Dhoni,Chennai Super Kings,5.101,16,16,461,28.8125,22.5,162.8975,202.8369
2013,NLTC Perera,Sunrisers Hyderabad,5.83,14,14,233,16.6429,14.0,142.9448,148.4848
2013,NV Ojha,Delhi Daredevils,5.3,2,2,9,4.5,4.5,90.0,0.0
2013,OA Shah,Rajasthan Royals,6.042,2,2,25,12.5,12.5,108.6957,100.0
2013,P Dogra,Kolkata Knight Riders,7.0,1,1,5,5.0,5.0,62.5,62.5
2013,R Sathish,Kings XI Punjab,5.886,8,8,109,13.625,11.5,141.5584,159.5238
2013,RA Jadeja,Chennai Super Kings,5.978,14,14,201,14.3571,13.0,148.8889,174.1379
2013,RE van der Merwe,Delhi Daredevils,5.56,2,2,22,11.0,11.0,88.0,
2013,RG Sharma,Mumbai Indians,4.075,19,19,538,28.3158,20.0,131.5403,205.2632
2013,RN ten Doeschate,Kolkata Knight Riders,5.19,4,4,85,21.25,21.0,134.9206,142.3077
2013,RV Gomez,Pune Warriors,7.0,1,1,4,4.0,4.0,400.0,400.0
2013,S Badrinath,Chennai Super Kings,4.35,7,7,124,17.7143,16.0,102.4793,0.0
2013,SPD Smith,Pune Warriors,4.627,7,7,159,22.7143,17.0,120.4545,200.0
2013,STR Binny,Rajasthan Royals,4.966,16,16,293,18.3125,11.5,147.2362,147.6923
2013,SV Samson,Rajasthan Royals,4.324,10,10,206,20.6,10.0,115.7303,136.9565
2013,Sachin Baby,Rajasthan Royals,7.0,1,1,3,3.0,3.0,42.8571,40.0
2013,UA Birla,Pune Warriors,4.0,1,1,7,7.0,7.0,50.0,
2013,X Thalaivan Sargunam,Sunrisers Hyderabad,6.0,1,1,10,10.0,10.0,58.8235,66.6667
2013,YK Pathan,Kolkata Knight Riders,4.178,16,16,332,20.75,18.0,138.3333,143.9394
2014,AB de Villiers,Royal Challengers Bangalore,4.745,13,13,395,30.3846,28.0,158.6345,208.8889
2014,AD Russell,Kolkata Knight Riders,6.125,2,2,2,1.0,1.0,25.0,
2014,AN Ahmed,Royal Challengers Bangalore,7.0,1,1,4,4.0,4.0,400.0,400.0
2014,AR Patel,Kings XI Punjab,6.475,7,7,62,8.8571,2.0,103.3333,112.1212
2014,BCJ Cutting,Rajasthan Royals,6.0,1,1,8,8.0,8.0,133.3333,133.3333
2014,BJ Hodge,Rajasthan Royals,6.662,4,4,101,25.25,30.0,140.2778,166.6667
2014,CA Lynn,Kolkata Knight Riders,4.0,2,2,58,29.0,29.0,118.3673,
2014,CJ Anderson,Mumbai Indians,4.005,11,11,265,24.0909,18.0,146.4088,100.0
2014,DA Miller,Kings XI Punjab,4.603,16,16,446,27.875,25.0,149.1639,207.1429
2014,DJ Bravo,Chennai Super Kings,5.0,1,1,8,8.0,8.0,266.6667,266.6667
2014,DJ Hussey,Chennai Super Kings,4.365,4,4,116,29.0,32.5,123.4043,208.6957
2014,DJG Sammy,Sunrisers Hyderabad,5.722,9,9,108,12.0,10.0,118.6813,123.6364
2014,GJ Bailey,Kings XI Punjab,5.7,16,16,257,16.0625,13.5,135.2632,173.3333
2014,IK Pathan,Sunrisers Hyderabad,6.431,6,6,55,9.1667,4.5,101.8519,120.0
2014,JA Morkel,Royal Challengers Bangalore,6.854,5,5,45,9.0,7.0,109.7561,116.6667
2014,JDS Neesham,Delhi Daredevils,7.0,3,3,42,14.0,12.0,91.3043,61.9048
2014,JO Holder,Sunrisers Hyderabad,7.0,1,1,16,16.0,16.0,133.3333,133.3333
2014,JP Duminy,Delhi Daredevils,4.849,14,14,410,29.2857,24.0,134.4262,197.2973
2014,KA Pollard,Mumbai Indians,5.245,15,15,273,18.2,11.0,134.4828,149.1379
2014,KK Cooper,Rajasthan Royals,4.071,3,3,39,13.0,5.0,150.0,100.0
2014,KM Jadhav,Delhi Daredevils,6.577,10,10,149,14.9,10.5,147.5248,160.2273
2014,LR Shukla,Delhi Daredevils,5.368,3,3,31,10.3333,10.0,81.5789,66.6667
2014,LRPL Taylor,Delhi Daredevils,5.71,4,4,59,14.75,6.0,100.0,137.5
2014,M Manhas,Chennai Super Kings,7.0,5,5,35,7.0,8.0,152.1739,192.3077
2014,MC Henriques,Sunrisers Hyderabad,5.929,2,2,9,4.5,4.5,64.2857,0.0
2014,MK Tiwary,Delhi Daredevils,4.984,8,8,152,19.0,9.0,128.8136,147.1698
2014,MS Dhoni,Chennai Super Kings,5.116,15,15,371,24.7333,22.0,148.4,178.1065
2014,R Ashwin,Chennai Super Kings,7.0,5,5,45,9.0,10.0,100.0,115.0
2014,R Bhatia,Rajasthan Royals,6.618,7,7,67,9.5714,6.0,126.4151,144.8276
2014,R Tewatia,Rajasthan Royals,6.0,1,1,16,16.0,16.0,123.0769,233.3333
2014,RA Jadeja,Chennai Super Kings,5.628,10,10,146,14.6,10.5,132.7273,127.6923
2014,RG Sharma,Mumbai Indians,3.886,15,15,390,26.0,20.0,129.1391,187.9121
2014,RN ten Doeschate,Kolkata Knight Riders,5.545,6,6,52,8.6667,5.0,157.5758,162.5
2014,RR Rossouw,Royal Challengers Bangalore,4.39,3,3,39,13.0,14.0,95.122,190.9091
2014,S Anirudha,Sunrisers Hyderabad,6.0,1,1,3,3.0,3.0,60.0,60.0
2014,S Rana,Royal Challengers Bangalore,5.606,7,7,73,10.4286,12.0,112.3077,137.8378
2014,SA Yadav,Kolkata Knight Riders,6.713,10,10,164,16.4,12.5,140.1709,147.561
2014,SPD Smith,Rajasthan Royals,6.0,7,7,147,21.0,19.0,133.6364,174.4681
2014,STR Binny,Rajasthan Royals,5.148,11,11,123,11.1818,8.0,101.6529,118.75
2014,Shakib Al Hasan,Kolkata Knight Riders,4.924,11,11,227,20.6364,18.0,149.3421,165.2778
2014,WP Saha,Kings XI Punjab,3.769,13,13,362,27.8462,15.0,145.3815,209.3023
2014,Y Venugopal Rao,Sunrisers Hyderabad,4.785,5,5,71,14.2,13.0,112.6984,153.8462
2014,YK Pathan,Kolkata Knight Riders,4.839,12,12,268,22.3333,20.0,162.4242,165.9091
2014,Yuvraj Singh,Royal Challengers Bangalore,4.816,14,14,376,26.8571,21.5,135.2518,214.0845
2015,AD Mathews,Delhi Daredevils,5.376,10,10,144,14.4,15.5,138.4615,169.5652
2015,AD Russell,Kolkata Knight Riders,5.474,11,11,326,29.6364,37.0,192.8994,198.3333
2015,AR Patel,Kings XI Punjab,6.84,12,12,206,17.1667,16.0,118.3908,117.4603
2015,AT Rayudu,Mumbai Indians,5.472,14,14,281,20.0714,13.5,145.5959,202.1505
2015,Bipul Sharma,Sunrisers Hyderabad,7.0,1,1,1,1.0,1.0,50.0,
2015,CJ Anderson,Mumbai Indians,4.837,4,4,114,28.5,27.5,117.5258,241.6667
2015,D Wiese,Royal Challengers Bangalore,6.822,7,7,122,17.4286,12.0,141.8605,159.6774
2015,DA Miller,Kings XI Punjab,4.861,13,13,357,27.4615,23.0,134.2105,212.9032
2015,DJ Bravo,Chennai Super Kings,5.781,13,13,195,15.0,9.0,131.7568,156.9231
2015,DJ Hooda,Rajasthan Royals,5.394,9,9,151,16.7778,13.0,158.9474,150.0
2015,DJG Sammy,Royal Challengers Bangalore,6.0,2,2,13,6.5,6.5,72.2222,0.0
2015,EJG Morgan,Sunrisers Hyderabad,4.292,9,9,187,20.7778,17.0,123.8411,183.3333
2015,F du Plessis,Chennai Super Kings,3.83,15,15,380,25.3333,29.0,125.0,133.3333
2015,GH Vihari,Sunrisers Hyderabad,5.472,4,4,39,9.75,8.5,111.4286,160.0
2015,GJ Bailey,Kings XI Punjab,5.24,12,12,259,21.5833,18.5,136.3158,183.0769
2015,GJ Maxwell,Kings XI Punjab,3.842,11,11,145,13.1818,10.0,129.4643,200.0
2015,Gurkeerat Singh,Kings XI Punjab,6.073,5,5,35,7.0,4.0,89.7436,92.8571
2015,HH Pandya,Mumbai Indians,5.691,8,8,112,14.0,6.5,180.6452,220.9302
2015,Harbhajan Singh,Mumbai Indians,6.827,9,9,117,13.0,6.0,160.274,172.093
2015,JP Faulkner,Rajasthan Royals,6.487,11,11,144,13.0909,6.0,132.1101,144.1176
2015,KA Pollard,Mumbai Indians,5.226,14,14,419,29.9286,29.5,163.6719,190.8333
2015,KD Karthik,Royal Challengers Bangalore,4.467,11,11,141,12.8182,9.0,120.5128,216.6667
2015,KK Nair,Rajasthan Royals,4.102,12,12,181,15.0833,11.0,124.8276,186.4865
2015,KL Rahul,Sunrisers Hyderabad,4.083,8,8,142,17.75,20.5,112.6984,152.1739
2015,KM Jadhav,Delhi Daredevils,5.385,12,12,189,15.75,11.5,135.0,142.5926
2015,KS Williamson,Sunrisers Hyderabad,5.069,2,2,31,15.5,15.5,114.8148,147.0588
2015,MS Dhoni,Chennai Super Kings,4.974,17,17,372,21.8824,25.0,121.9672,168.5714
2015,Mandeep Singh,Royal Challengers Bangalore,4.01,8,8,157,19.625,13.0,157.0,178.5714
2015,NLTC Perera,Kings XI Punjab,6.467,2,2,12,6.0,6.0,80.0,
2015,NV Ojha,Sunrisers Hyderabad,4.508,11,11,137,12.4545,12.0,113.2231,161.2903
2015,P Negi,Chennai Super Kings,6.584,9,9,116,12.8889,12.0,158.9041,157.5758
2015,PP Chawla,Kolkata Knight Riders,6.551,7,7,54,7.7143,4.0,114.8936,114.2857
2015,RA Jadeja,Chennai Super Kings,6.547,11,11,132,12.0,14.0,104.7619,109.2308
2015,RN ten Doeschate,Kolkata Knight Riders,5.533,5,5,61,12.2,8.0,135.5556,176.1905
2015,RS Bopara,Sunrisers Hyderabad,4.702,8,8,145,18.125,19.5,120.8333,145.0
2015,SA Abbott,Royal Challengers Bangalore,7.0,2,2,15,7.5,7.5,115.3846,136.3636
2015,SA Yadav,Kolkata Knight Riders,4.504,13,13,157,12.0769,9.0,138.9381,183.871
2015,SN Khan,Royal Challengers Bangalore,5.903,7,7,111,15.8571,11.0,156.338,181.6327
2015,SS Tiwary,Delhi Daredevils,6.446,6,6,109,18.1667,18.5,139.7436,150.0
2015,STR Binny,Rajasthan Royals,5.957,8,8,74,9.25,10.5,112.1212,144.4444
2015,Shakib Al Hasan,Kolkata Knight Riders,6.0,3,3,36,12.0,13.0,133.3333,57.1429
2015,WP Saha,Kings XI Punjab,3.912,13,13,249,19.1538,15.0,126.3959,151.1628
2015,YK Pathan,Kolkata Knight Riders,4.757,12,12,312,26.0,28.5,135.0649,162.3377
2015,Yuvraj Singh,Delhi Daredevils,4.381,13,13,248,19.0769,11.0,118.0952,190.2439
2016,A Ashish Reddy,Sunrisers Hyderabad,7.0,3,3,47,15.6667,13.0,162.069,123.0769
2016,AD Nath,Gujarat Lions,6.593,3,3,20,6.6667,5.0,74.0741,46.1538
2016,AD Russell,Kolkata Knight Riders,5.208,8,8,188,23.5,19.5,164.9123,182.6087
2016,AR Patel,Kings XI Punjab,6.691,10,10,111,11.1,10.0,144.1558,182.9268
2016,BCJ Cutting,Sunrisers Hyderabad,5.703,4,4,65,16.25,13.0,191.1765,211.1111
2016,CA Lynn,Kolkata Knight Riders,4.304,2,2,25,12.5,12.5,113.6364,100.0
2016,CH Morris,Delhi Daredevils,6.842,7,7,195,27.8571,20.0,178.8991,178.9474
2016,CR Brathwaite,Delhi Daredevils,6.1,6,6,83,13.8333,11.0,218.4211,241.9355
2016,D Wiese,Royal Challengers Bangalore,7.0,1,1,5,5.0,5.0,125.0,125.0
2016,DA Miller,Kings XI Punjab,4.957,13,13,161,12.3846,9.0,122.9008,161.8182
2016,DJ Bravo,Gujarat Lions,5.92,12,12,99,8.25,7.0,120.7317,179.4872
2016,DJ Hooda,Sunrisers Hyderabad,4.88,15,15,144,9.6,6.0,119.0083,147.7273
2016,EJG Morgan,Sunrisers Hyderabad,4.533,6,6,123,20.5,18.0,117.1429,158.3333
2016,ER Dwivedi,Gujarat Lions,5.2,2,2,24,12.0,12.0,171.4286,211.1111
2016,F Behardien,Kings XI Punjab,6.077,3,3,14,4.6667,5.0,107.6923,116.6667
2016,GJ Maxwell,Kings XI Punjab,4.713,10,10,179,17.9,3.0,144.3548,166.6667
2016,Gurkeerat Singh,Kings XI Punjab,4.701,6,6,113,18.8333,14.5,131.3953,163.3333
2016,HH Pandya,Mumbai Indians,5.106,9,9,44,4.8889,4.0,69.8413,85.0
2016,IK Pathan,Rising Pune Supergiants,5.5,3,3,11,3.6667,2.0,84.6154,100.0
2016,Ishan Kishan,Gujarat Lions,6.732,5,5,42,8.4,2.0,102.439,92.8571
2016,JA Morkel,Rising Pune Supergiants,5.0,1,1,16,16.0,16.0,177.7778,187.5
2016,JC Buttler,Mumbai Indians,4.693,14,14,255,18.2143,17.0,138.587,212.069
2016,JP Duminy,Delhi Daredevils,4.522,8,8,191,23.875,15.5,122.4359,143.1373
2016,KA Pollard,Mumbai Indians,5.571,12,12,207,17.25,10.5,143.75,178.9474
2016,KD Karthik,Gujarat Lions,4.158,15,15,335,22.3333,19.0,125.9398,165.1163
2016,KH Pandya,Mumbai Indians,4.819,8,8,237,29.625,19.5,191.129,181.8182
2016,KM Jadhav,Royal Challengers Bangalore,6.0,3,3,42,14.0,9.0,131.25,129.0323
2016,MC Henriques,Sunrisers Hyderabad,3.895,15,15,182,12.1333,11.0,115.1899,148.7179
2016,MR Marsh,Rising Pune Supergiants,6.0,1,1,7,7.0,7.0,63.6364,63.6364
2016,MS Dhoni,Rising Pune Supergiants,5.014,12,12,284,23.6667,23.5,135.2381,168.1416
2016,NLTC Perera,Rising Pune Supergiants,5.876,10,10,150,15.0,13.5,161.2903,176.9231
2016,NS Naik,Kings XI Punjab,6.0,2,2,23,11.5,11.5,74.1935,63.1579
2016,NV Ojha,Sunrisers Hyderabad,5.951,13,13,136,10.4615,7.0,98.5507,106.0606
2016,P Negi,Delhi Daredevils,6.19,6,6,57,9.5,9.0,96.6102,123.0769
2016,PP Chawla,Kolkata Knight Riders,4.577,3,3,27,9.0,8.0,103.8462,160.0
2016,PSP Handscomb,Rising Pune Supergiants,4.0,1,1,6,6.0,6.0,50.0,
2016,Parvez Rasool,Royal Challengers Bangalore,7.0,1,1,10,10.0,10.0,111.1111,111.1111
2016,R Ashwin,Rising Pune Supergiants,5.368,6,6,41,6.8333,1.0,107.8947,92.3077
2016,R Bhatia,Rising Pune Supergiants,7.0,5,5,34,6.8,3.0,170.0,170.0
2016,R Sathish,Kolkata Knight Riders,6.708,3,3,24,8.0,8.0,100.0,105.8824
2016,RA Jadeja,Gujarat Lions,5.561,15,15,191,12.7333,11.0,107.9096,123.2558
2016,S Gopal,Mumbai Indians,7.0,1,1,2,2.0,2.0,12.5,
2016,SA Yadav,Kolkata Knight Riders,4.541,11,11,182,16.5455,11.0,127.2727,169.2308
2016,SN Khan,Royal Challengers Bangalore,5.581,4,4,66,16.5,15.0,212.9032,225.9259
2016,SR Watson,Royal Challengers Bangalore,4.43,15,15,179,11.9333,6.0,133.5821,200.0
2016,STR Binny,Royal Challengers Bangalore,6.707,5,5,63,12.6,16.0,161.5385,175.0
2016,SW Billings,Delhi Daredevils,4.864,4,4,88,22.0,15.0,137.5,153.8462
2016,Sachin Baby,Royal Challengers Bangalore,5.427,6,6,119,19.8333,21.5,150.6329,172.3404
2016,Shakib Al Hasan,Kolkata Knight Riders,5.185,7,7,114,16.2857,7.0,107.5472,171.4286
2016,TM Head,Royal Challengers Bangalore,5.19,3,3,54,18.0,11.0,135.0,151.7241
2016,WP Saha,Kings XI Punjab,4.103,12,12,270,22.5,22.0,127.3585,145.6522
2016,YK Pathan,Kolkata Knight Riders,4.973,13,13,361,27.7692,19.0,145.5645,172.2892
2016,Yuvraj Singh,Sunrisers Hyderabad,4.077,10,10,236,23.6,21.0,131.8436,182.9268
2017,AD Mathews,Delhi Daredevils,6.0,2,2,32,16.0,16.0,118.5185,131.8182
2017,AD Nath,Gujarat Lions,7.0,1,1,0,0.0,0.0,0.0,
2017,AJ Finch,Gujarat Lions,4.081,13,13,299,23.0,15.0,166.1111,192.3077
2017,AR Bawne,Delhi Daredevils,7.0,1,1,12,12.0,12.0,100.0,100.0
2017,AR Patel,Kings XI Punjab,6.058,13,13,227,17.4615,16.0,140.1235,169.8795
2017,AT Rayudu,Mumbai Indians,3.8,5,5,91,18.2,10.0,116.6667,253.3333
2017,Ankit Sharma,Rising Pune Supergiant,7.0,1,1,25,25.0,25.0,166.6667,166.6667
2017,BA Stokes,Rising Pune Supergiant,4.59,11,11,316,28.7273,21.0,142.9864,168.8889
2017,BCJ Cutting,Sunrisers Hyderabad,5.593,3,3,51,17.0,16.0,196.1538,195.2381
2017,C de Grandhomme,Kolkata Knight Riders,5.38,9,9,126,14.0,11.0,136.9565,120.0
2017,CJ Anderson,Delhi Daredevils,5.577,11,11,142,12.9091,6.0,115.4472,166.0
2017,CJ Jordan,Sunrisers Hyderabad,7.0,1,1,0,0.0,0.0,0.0,0.0
2017,CR Brathwaite,Delhi Daredevils,7.0,2,2,12,6.0,6.0,80.0,
2017,DA Miller,Kings XI Punjab,5.329,4,4,83,20.75,26.0,103.75,132.0
2017,DJ Hooda,Sunrisers Hyderabad,4.887,6,6,78,13.0,12.5,150.0,155.5556
2017,DM Bravo,Kolkata Knight Riders,4.0,1,1,6,6.0,6.0,120.0,120.0
2017,DS Kulkarni,Gujarat Lions,7.0,1,1,1,1.0,1.0,50.0,50.0
2017,DT Christian,Rising Pune Supergiant,6.712,9,9,79,8.7778,8.0,161.2245,161.2245
2017,EJG Morgan,Kings XI Punjab,4.339,4,4,65,16.25,17.5,104.8387,
2017,GJ Maxwell,Kings XI Punjab,4.269,13,13,310,23.8462,25.0,173.1844,192.0
2017,HH Pandya,Mumbai Indians,6.448,16,16,250,15.625,14.0,156.25,177.7778
2017,IR Jaggi,Kolkata Knight Riders,5.0,2,2,33,16.5,16.5,84.6154,
2017,KA Pollard,Mumbai Indians,5.196,16,16,385,24.0625,16.0,139.4928,159.596
2017,KD Karthik,Gujarat Lions,4.563,13,13,361,27.7692,30.0,139.3822,147.6744
2017,KH Pandya,Mumbai Indians,5.828,11,11,243,22.0909,17.0,135.7542,167.7966
2017,KM Jadhav,Royal Challengers Bangalore,4.423,13,13,267,20.5385,12.0,143.5484,155.1724
2017,MK Pandey,Kolkata Knight Riders,4.187,12,12,396,33.0,29.0,128.5714,169.863
2017,MK Tiwary,Rising Pune Supergiant,4.731,13,13,324,24.9231,22.0,137.2881,158.4746
2017,MN Samuels,Delhi Daredevils,5.156,4,4,29,7.25,1.0,93.5484,
2017,MP Stoinis,Kings XI Punjab,3.96,3,3,17,5.6667,7.0,70.8333,63.6364
2017,MS Dhoni,Rising Pune Supergiant,4.904,15,15,290,19.3333,12.0,116.0,157.0093
2017,Mohammad Nabi,Sunrisers Hyderabad,7.0,1,1,2,2.0,2.0,66.6667,66.6667
2017,NV Ojha,Sunrisers Hyderabad,5.857,5,5,79,15.8,11.0,121.5385,100.0
2017,P Negi,Royal Challengers Bangalore,6.825,10,10,144,14.4,11.5,129.7297,145.1613
2017,R Bhatia,Rising Pune Supergiant,7.0,1,1,16,16.0,16.0,94.1176,
2017,RA Jadeja,Gujarat Lions,6.169,10,10,158,15.8,18.5,139.823,167.3913
2017,RG Sharma,Mumbai Indians,3.867,16,16,333,20.8125,7.5,121.978,152.6316
2017,RR Pant,Delhi Daredevils,4.049,14,14,366,26.1429,23.0,165.6109,196.5517
2017,SA Yadav,Kolkata Knight Riders,6.472,7,7,105,15.0,15.0,119.3182,133.3333
2017,SP Jackson,Kolkata Knight Riders,4.968,3,3,38,12.6667,12.0,122.5806,146.1538
2017,SR Watson,Royal Challengers Bangalore,4.125,7,7,71,10.1429,4.0,91.0256,106.25
2017,SS Iyer,Delhi Daredevils,3.819,12,12,338,28.1667,24.0,139.0947,176.9231
2017,STR Binny,Royal Challengers Bangalore,5.935,7,7,78,11.1429,11.0,102.6316,167.8571
2017,Sachin Baby,Royal Challengers Bangalore,5.765,3,3,15,5.0,2.0,100.0,150.0
2017,Shakib Al Hasan,Kolkata Knight Riders,7.0,1,1,1,1.0,1.0,100.0,100.0
2017,TM Head,Royal Challengers Bangalore,3.817,7,7,151,21.5714,12.0,139.8148,207.4074
2017,V Shankar,Sunrisers Hyderabad,4.481,4,4,101,25.25,18.5,134.6667,118.75
2017,YK Pathan,Kolkata Knight Riders,5.154,11,11,143,13.0,8.0,124.3478,150.0
2017,Yuvraj Singh,Sunrisers Hyderabad,4.0,11,11,252,22.9091,9.0,142.3729,176.9231
2018,AD Nath,Kings XI Punjab,5.0,1,1,9,9.0,9.0,69.2308,
2018,AD Russell,Kolkata Knight Riders,6.425,14,14,316,22.5714,10.5,184.7953,195.7895
2018,AJ Finch,Kings XI Punjab,3.814,9,9,134,14.8889,8.0,134.0,209.0909
2018,AR Patel,Kings XI Punjab,6.127,8,8,80,10.0,9.5,115.942,121.0526
2018,Abhishek Sharma,Delhi Daredevils,6.0,3,3,63,21.0,15.0,190.9091,210.3448
2018,BA Stokes,Rajasthan Royals,4.108,12,12,196,16.3333,13.0,121.7391,153.8462
2018,C de Grandhomme,Royal Challengers Bangalore,6.207,8,8,131,16.375,11.0,155.9524,179.3651
2018,CH Morris,Delhi Daredevils,6.308,3,3,46,15.3333,17.0,176.9231,168.75
2018,CJ Anderson,Royal Challengers Bangalore,4.636,3,3,17,5.6667,2.0,77.2727,175.0
2018,CR Brathwaite,Sunrisers Hyderabad,6.926,4,4,75,18.75,14.5,156.25,186.8421
2018,DA Miller,Kings XI Punjab,5.303,3,3,74,24.6667,24.0,115.625,146.6667
2018,DJ Bravo,Chennai Super Kings,6.473,10,10,141,14.1,9.0,154.9451,186.4407
2018,DJ Hooda,Sunrisers Hyderabad,5.43,8,8,87,10.875,5.0,107.4074,121.2766
2018,DL Chahar,Chennai Super Kings,6.6,4,4,50,12.5,5.5,172.4138,150.0
2018,DR Shorey,Chennai Super Kings,4.0,1,1,8,8.0,8.0,88.8889,
2018,GJ Maxwell,Delhi Daredevils,3.852,12,12,169,14.0833,10.5,140.8333,129.0323
2018,H Klaasen,Rajasthan Royals,4.208,4,4,57,14.25,12.5,121.2766,145.1613
2018,HH Pandya,Mumbai Indians,5.595,13,13,260,20.0,19.0,133.3333,139.0476
2018,HV Patel,Delhi Daredevils,5.97,2,2,60,30.0,30.0,181.8182,233.3333
2018,Harbhajan Singh,Chennai Super Kings,6.579,3,3,29,9.6667,8.0,80.5556,22.2222
2018,JC Archer,Rajasthan Royals,6.857,6,6,15,2.5,0.5,71.4286,93.75
2018,JP Duminy,Mumbai Indians,3.783,2,2,36,18.0,18.0,90.0,118.1818
2018,K Gowtham,Rajasthan Royals,6.627,13,13,126,9.6923,8.0,196.875,226.1905
2018,KA Pollard,Mumbai Indians,5.327,8,8,133,16.625,11.0,133.0,92.5926
2018,KD Karthik,Kolkata Knight Riders,5.026,16,16,498,31.125,32.0,147.7745,175.0
2018,KH Pandya,Mumbai Indians,5.646,13,13,228,17.5385,15.0,145.2229,158.6667
2018,KK Nair,Kings XI Punjab,4.498,12,12,301,25.0833,29.0,136.1991,190.9091
2018,KM Jadhav,Chennai Super Kings,4.0,1,1,24,24.0,24.0,109.0909,200.0
2018,M Ashwin,Royal Challengers Bangalore,7.0,1,1,1,1.0,1.0,50.0,
