season,batter,team,avg_pos,matches,innings,runs,mean_rpi,median_rpi,sr,death_sr
2022,S Abishiek,SKM Salem Spartans,5.453,7,7,85,12.1429,13.0,80.9524,82.5
2022,S Ganesh,SKM Salem Spartans,3.818,4,4,46,11.5,11.0,71.875,110.0
2022,S Gohulmoorthi,Trichy Grand Cholas,7.0,2,2,5,2.5,2.5,29.4118,71.4286
2022,S Rithik Easwaran,Siechem Madurai Panthers,5.08,4,4,59,14.75,8.0,118.0,200.0
2022,Selvam Suresh Kumar,IDream Tiruppur Tamizhans,5.37,4,4,18,4.5,4.5,72.0,114.2857
2022,Tushar Raheja,IDream Tiruppur Tamizhans,5.592,6,6,124,20.6667,19.0,124.0,192.3077
2022,U Mukilesh,Lyca Kovai Kings,4.966,7,7,124,17.7143,6.0,144.186,166.6667
2022,Uthirasamy Sasidev,Chepauk Super Gillies,4.83,8,8,204,25.5,15.0,132.4675,200.0
2022,Wenseslaus Antony Dhas,Trichy Grand Cholas,6.0,2,2,14,7.0,7.0,73.6842,
2022,Xavier Thalaivan Sargunam,Siechem Madurai Panthers,7.0,1,1,3,3.0,3.0,42.8571,40.0
2023,Adithya Ganesh,Dindigul Dragons,4.0,9,9,195,21.6667,19.0,125.8065,182.3529
2023,Akash Sumra,SKM Salem Spartans,4.386,5,5,61,12.2,10.0,110.9091,142.8571
2023,Akshay V Srinivasan,Trichy Grand Cholas,5.8,3,3,9,3.0,0.0,64.2857,112.5
2023,Atheeq Ur Rahman,Lyca Kovai Kings,5.679,5,5,122,24.4,19.0,164.8649,176.3158
2023,Balchander Anirudh,IDream Tiruppur Tamizhans,4.688,7,7,125,17.8571,15.0,132.9787,160.4167
2023,C Sarath Kumar,Dindigul Dragons,6.4,5,5,137,27.4,25.0,163.0952,170.5882
2023,CH Jitendra Kumar,Chepauk Super Gillies,5.0,1,1,13,13.0,13.0,144.4444,
2023,D Sudhan,Siechem Madurai Panthers,7.0,2,2,4,2.0,2.0,44.4444,50.0
2023,Daryl Sunder Ferrario,Trichy Grand Cholas,4.406,7,7,154,22.0,21.0,119.3798,115.3846
2023,G Kishoor,Dindigul Dragons,6.0,1,1,2,2.0,2.0,50.0,
2023,J Gowri Sankar,SKM Salem Spartans,6.0,1,1,17,17.0,17.0,50.0,75.0
2023,Jafar Jamal,Trichy Grand Cholas,4.533,6,6,142,23.6667,7.5,167.0588,255.5556
2023,K Deeban Lingesh,Siechem Madurai Panthers,5.792,4,4,38,9.5,9.0,84.4444,
2023,K Mani Bharathi,Trichy Grand Cholas,4.156,5,5,90,18.0,2.0,102.2727,128.5714
2023,Laxmesha Suryaprakash,Nellai Royal Kings,4.344,6,6,86,14.3333,16.0,143.3333,0.0
2023,M Shajahan,Trichy Grand Cholas,6.0,1,1,13,13.0,13.0,72.2222,
2023,Maan K Bafna,SKM Salem Spartans,3.973,5,5,54,10.8,10.0,154.2857,
2023,Masood Shahrukh Khan,Lyca Kovai Kings,5.726,7,7,133,19.0,17.0,190.0,200.0
2023,Nidhish S Rajagopal,Nellai Royal Kings,3.762,6,6,205,34.1667,30.5,135.7616,145.0
2023,R Mithun,Nellai Royal Kings,7.0,1,1,3,3.0,3.0,75.0,75.0
2023,R Rajkumar,Trichy Grand Cholas,6.907,7,7,90,12.8571,3.0,121.6216,200.0
2023,R Ram Arvindh,Lyca Kovai Kings,5.056,9,9,90,10.0,3.0,130.4348,161.5385
2023,R Sibi,Chepauk Super Gillies,7.0,1,1,31,31.0,31.0,110.7143,146.1538
2023,RS Mokit Hariharan,SKM Salem Spartans,4.514,5,5,60,12.0,14.0,90.9091,50.0
2023,Rajagopal Sathish,Chepauk Super Gillies,6.0,1,1,0,0.0,0.0,0.0,0.0
2023,Rajendran Vivek,IDream Tiruppur Tamizhans,4.986,7,7,87,12.4286,11.0,131.8182,148.5714
2023,Ramsingh  Sanjay Yadav,Chepauk Super Gillies,4.168,7,7,102,14.5714,15.0,115.9091,258.3333
2023,Ramsingh Sonu Yadav,Nellai Royal Kings,5.546,7,7,115,16.4286,17.0,123.6559,125.0
2023,Ravichandran Ashwin,Dindigul Dragons,4.625,2,2,6,3.0,3.0,37.5,
2023,S Abishiek,SKM Salem Spartans,5.5,6,6,46,7.6667,8.0,74.1935,175.0
2023,S Ganesh,IDream Tiruppur Tamizhans,5.375,2,2,4,2.0,2.0,57.1429,60.0
2023,S Harish Kumar,Chepauk Super Gillies,6.074,7,7,86,12.2857,9.0,108.8608,147.8261
2023,S Lakshay Jain,Nellai Royal Kings,5.833,2,2,14,7.0,7.0,48.2759,
2023,S Madhan Kumar,Chepauk Super Gillies,4.615,3,3,8,2.6667,3.0,66.6667,75.0
2023,S Rithik Easwaran,Nellai Royal Kings,4.649,8,8,152,19.0,18.0,165.2174,276.9231
2023,S Sri Abisek,Siechem Madurai Panthers,4.897,5,5,71,14.2,17.0,112.6984,25.0
2023,SJ Arun Kumar,Nellai Royal Kings,4.238,3,3,16,5.3333,3.0,80.0,75.0
2023,SP Vinod,Trichy Grand Cholas,6.417,2,2,2,1.0,1.0,16.6667,
2023,Subodh Bhati,Dindigul Dragons,6.119,6,6,88,14.6667,12.0,151.7241,152.7778
2023,Sunny Sandhu,SKM Salem Spartans,5.17,5,5,182,36.4,29.0,137.8788,175.0
2023,Swapnil Singh,Siechem Madurai Panthers,4.795,8,8,150,18.75,15.5,131.5789,165.2174
2023,U Mukilesh,Lyca Kovai Kings,4.608,8,8,202,25.25,24.0,122.4242,170.0
2023,Uthirasamy Sasidev,Chepauk Super Gillies,7.0,6,6,80,13.3333,11.0,111.1111,114.8936
2023,Vijay Shankar,IDream Tiruppur Tamizhans,4.25,6,6,144,24.0,28.0,130.9091,125.7143
2023,Washington Sundar,Siechem Madurai Panthers,4.856,5,5,119,23.8,18.0,138.3721,180.7692
2023,Wenseslaus Antony Dhas,Trichy Grand Cholas,6.514,7,7,59,8.4286,9.0,81.9444,84.2105
2024,Abhishek Baljeetsingh Tanwar,Chepauk Super Gillies,6.884,7,7,96,13.7143,10.0,223.2558,223.2558
2024,Atheeq Ur Rahman,Lyca Kovai Kings,6.345,6,6,81,13.5,10.5,150.0,148.3871
2024,Balchander Anirudh,IDream Tiruppur Tamizhans,3.839,9,9,142,15.7778,14.0,124.5614,75.0
2024,Boopathi Vaishna Kumar,Dindigul Dragons,4.468,9,9,94,10.4444,3.0,128.7671,114.8148
2024,C Andre Siddarth,Chepauk Super Gillies,5.227,5,5,62,12.4,9.0,100.0,76.4706
2024,C Sarath Kumar,Dindigul Dragons,5.149,8,8,92,11.5,10.5,127.7778,118.9189
2024,CH Jitendra Kumar,Chepauk Super Gillies,6.0,1,1,14,14.0,14.0,66.6667,75.0
2024,Daryl Sunder Ferrario,Chepauk Super Gillies,5.02,7,7,67,9.5714,4.0,136.7347,209.5238
2024,Jafar Jamal,Trichy Grand Cholas,5.783,6,6,177,29.5,35.5,141.6,175.7576
2024,Laxmesha Suryaprakash,Nellai Royal Kings,5.288,4,4,51,12.75,4.0,100.0,128.0
2024,M Akram Khan,Siechem Madurai Panthers,5.25,2,2,12,6.0,6.0,75.0,
2024,Maan K Bafna,IDream Tiruppur Tamizhans,6.339,2,2,76,38.0,38.0,140.7407,127.2727
2024,Masood Shahrukh Khan,Lyca Kovai Kings,5.311,7,7,225,32.1429,50.0,182.9268,250.9434
2024,Muhammed Adnan Khan,SKM Salem Spartans,5.132,5,5,86,17.2,10.0,128.3582,133.3333
2024,N Sarangarajan Chaturved,Siechem Madurai Panthers,5.055,6,6,75,12.5,9.0,141.5094,190.4762
2024,NS Harish,Nellai Royal Kings,5.286,6,6,73,12.1667,9.5,135.1852,92.8571
2024,Nidhish S Rajagopal,Nellai Royal Kings,4.451,6,6,91,15.1667,9.0,119.7368,200.0
2024,P Nirmal Kumar,Trichy Grand Cholas,4.298,2,2,49,24.5,24.5,106.5217,
2024,P Saravanan,Siechem Madurai Panthers,6.421,5,5,60,12.0,7.0,162.1622,134.6154
2024,Poovathinga Shijit Chandran,SKM Salem Spartans,5.795,4,4,31,7.75,5.0,81.5789,114.2857
2024,Pradosh Ranjan Paul,Chepauk Super Gillies,4.082,6,6,222,37.0,34.5,134.5455,161.3636
2024,R Rajan,SKM Salem Spartans,7.0,1,1,53,53.0,53.0,135.8974,200.0
2024,R Ram Arvindh,Lyca Kovai Kings,5.482,6,6,86,14.3333,12.5,104.878,147.619
2024,Rajagopal Sathish,Chepauk Super Gillies,6.679,3,3,26,8.6667,9.0,104.0,104.0
2024,Ramsingh  Sanjay Yadav,Trichy Grand Cholas,5.395,7,7,226,32.2857,24.0,148.6842,201.8868
2024,Ramsingh Sonu Yadav,Nellai Royal Kings,6.079,6,6,118,19.6667,16.0,163.8889,205.7143
2024,Ravisrinivasan Sai Kishore,IDream Tiruppur Tamizhans,5.6,7,7,43,6.1429,2.0,100.0,92.3077
2024,S Dinesh Raj,Dindigul Dragons,6.96,6,6,40,6.6667,2.5,160.0,172.7273
2024,S Ganesh,IDream Tiruppur Tamizhans,6.127,8,8,167,20.875,13.5,127.4809,166.6667
2024,S Mohamed Ali,IDream Tiruppur Tamizhans,5.444,8,8,173,21.625,22.5,141.8033,174.2857
2024,S Rithik Easwaran,Nellai Royal Kings,5.506,6,6,108,18.0,8.5,133.3333,142.1053
2024,S Sri Abisek,Siechem Madurai Panthers,5.0,2,2,22,11.0,11.0,104.7619,
2024,SJ Arun Kumar,Nellai Royal Kings,5.56,4,4,15,3.75,4.5,62.5,33.3333
2024,Sudhan Sanjeevi Kandepan,SKM Salem Spartans,4.0,1,1,6,6.0,6.0,100.0,
2024,Sunny Sandhu,SKM Salem Spartans,6.319,5,5,61,12.2,10.0,135.5556,147.3684
2024,Swapnil Singh,Siechem Madurai Panthers,6.343,3,3,36,12.0,17.0,105.8824,154.5455
2024,U Mukilesh,Lyca Kovai Kings,4.429,8,8,195,24.375,17.5,122.6415,161.5385
2024,Uthirasamy Sasidev,Siechem Madurai Panthers,5.773,6,6,89,14.8333,13.5,141.2698,172.2222
2024,Vijay Shankar,IDream Tiruppur Tamizhans,4.6,2,2,20,10.0,10.0,100.0,100.0
2025,Aakaash Sharma,Dindigul Dragons,7.0,1,1,4,4.0,4.0,66.6667,66.6667
2025,Atheeq Ur Rahman,Siechem Madurai Panthers,4.535,7,7,202,28.8571,36.0,132.8947,169.2308
2025,Boopathi Vaishna Kumar,SKM Salem Spartans,7.0,2,2,31,15.5,15.5,114.8148,133.3333
2025,C Andre Siddarth,Lyca Kovai Kings,4.688,7,7,131,18.7143,21.0,107.377,178.5714
2025,C Sarath Kumar,Siechem Madurai Panthers,6.244,5,5,80,16.0,8.0,90.9091,113.6364
2025,Dinesh H,Dindigul Dragons,6.364,4,4,25,6.25,4.0,119.0476,137.5
2025,Eshwar M,SKM Salem Spartans,4.56,2,2,37,18.5,18.5,154.1667,100.0
2025,Hunny Saini,Dindigul Dragons,5.548,10,10,162,16.2,13.0,182.0225,208.1081
2025,Jafar Jamal,Trichy Grand Cholas,5.944,8,8,127,15.875,12.0,147.6744,165.9091
2025,K Vishal Vaidhya,Lyca Kovai Kings,3.981,3,3,48,16.0,13.0,94.1176,83.3333
2025,KT Madhava Prasad,Lyca Kovai Kings,6.925,4,4,44,11.0,10.5,112.8205,121.4286
2025,L Pradheep Vishal,Lyca Kovai Kings,6.72,2,2,18,9.0,9.0,72.0,72.2222
2025,Maan K Bafna,Dindigul Dragons,4.346,6,6,61,10.1667,3.5,117.3077,100.0
2025,Masood Shahrukh Khan,Lyca Kovai Kings,5.044,7,7,218,31.1429,25.0,166.4122,233.3333
2025,Murugan Ashwin,Siechem Madurai Panthers,6.688,6,6,68,11.3333,7.0,89.4737,97.0588
2025,NS Harish,Nellai Royal Kings,5.754,6,6,98,16.3333,9.0,160.6557,211.1111
2025,Narayan Jagadeesan,Chepauk Super Gillies,4.037,7,7,180,25.7143,13.0,173.0769,166.6667
2025,PS Nirmal Kumar,Nellai Royal Kings,4.043,5,5,74,14.8,10.0,105.7143,120.0
2025,Pradosh Ranjan Paul,IDream Tiruppur Tamizhans,4.285,6,6,146,24.3333,23.0,108.1481,113.3333
2025,R Kavin,SKM Salem Spartans,3.949,6,6,86,14.3333,2.0,113.1579,150.0
2025,R Rajkumar,Trichy Grand Cholas,6.698,8,8,200,25.0,20.0,198.0198,201.5873
2025,R Vimal Khumar,Dindigul Dragons,4.624,9,9,240,26.6667,24.0,142.8571,221.2121
2025,RK Jayant,Dindigul Dragons,6.289,2,2,43,21.5,21.5,100.0,12.5
2025,Rajendran Vivek,SKM Salem Spartans,5.14,7,7,60,8.5714,2.0,127.6596,200.0
2025,Ramsingh  Sanjay Yadav,Trichy Grand Cholas,5.062,8,8,196,24.5,19.0,117.3653,164.5833
2025,Ramsingh Sonu Yadav,Nellai Royal Kings,6.276,6,6,133,22.1667,19.0,133.0,167.5
2025,S Ganesh,Siechem Madurai Panthers,5.237,4,4,41,10.25,12.0,113.8889,141.6667
2025,S Guru Raghavendran,Lyca Kovai Kings,4.951,5,5,43,8.6,7.0,110.2564,60.0
2025,S Mohamed Ali,IDream Tiruppur Tamizhans,4.75,7,7,100,14.2857,16.0,136.9863,166.6667
2025,S Rithik Easwaran,Nellai Royal Kings,4.963,7,7,104,14.8571,12.0,131.6456,300.0
2025,S Shyam Sundar,Siechem Madurai Panthers,4.0,1,1,0,0.0,0.0,0.0,
2025,S Sunil Krishna,Chepauk Super Gillies,7.0,2,2,34,17.0,17.0,154.5455,177.7778
2025,Sunny Sandhu,SKM Salem Spartans,5.473,7,7,129,18.4286,15.0,144.9438,148.6486
2025,Swapnil Singh,Chepauk Super Gillies,6.0,6,6,85,14.1667,7.5,166.6667,207.6923
2025,U Mukilesh,Trichy Grand Cholas,6.094,7,7,57,8.1429,7.0,89.0625,110.5263
2025,Uthirasamy Sasidev,IDream Tiruppur Tamizhans,5.369,5,5,115,23.0,18.0,182.5397,212.766
2025,V Anovankar,IDream Tiruppur Tamizhans,6.0,2,2,28,14.0,14.0,186.6667,186.6667
2025,Vijay Shankar,Chepauk Super Gillies,4.104,9,9,251,27.8889,28.0,153.9877,181.4815
