season,batter,balls_faced,runs,avg_pos,matches,made_playoffs,position_group
2018,Poovathinga Shijit Chandran,183,213,3.6830601092896176,10,1,Middle Order (4-5)
2018,R Kavin,25,17,5.28,5,1,Finisher (6+)
2018,R Nilesh Subramanian,50,39,3.2,5,1,Middle Order (4-5)
2018,R Rajkumar,74,102,4.256756756756757,7,1,Middle Order (4-5)
2018,RS Mokit Hariharan,66,59,4.681818181818182,4,0,Middle Order (4-5)
2018,Rajagopal Sathish,128,233,5.3515625,7,0,Finisher (6+)
2018,Rajendran Vivek,125,262,3.856,7,1,Middle Order (4-5)
2018,Rajhamany Srinivasan,112,129,3.2857142857142856,8,1,Middle Order (4-5)
2018,Ramsingh  Sanjay Yadav,59,85,6.271186440677966,5,0,Finisher (6+)
2018,Ravi Karthikeyan,47,49,4.042553191489362,5,1,Middle Order (4-5)
2018,Ravi Kumar Rohith,105,113,3.876190476190476,8,1,Middle Order (4-5)
2018,S Aravind,32,22,3.375,4,0,Middle Order (4-5)
2018,S Dinesh,153,218,1.4640522875816993,7,0,Opener (1-2)
2018,S Harish Kumar,32,50,5.75,5,0,Finisher (6+)
2018,S Karthik,126,174,1.7380952380952381,7,0,Opener (1-2)
2018,S Siddharth,24,26,1.2083333333333333,4,0,Opener (1-2)
2018,Selvam Suresh Kumar,171,225,4.280701754385965,7,0,Middle Order (4-5)
2018,Srikkanth Anirudha,225,347,1.0,8,1,Opener (1-2)
2018,Subramanian Anand,164,197,3.0792682926829267,7,0,Middle Order (4-5)
2018,Sunil Sam,22,47,8.454545454545455,4,0,Finisher (6+)
2018,Uthirasamy Sasidev,95,100,4.568421052631579,7,0,Middle Order (4-5)
2018,V Subramania Siva,52,59,5.115384615384615,4,0,Finisher (6+)
2018,Varun Chakravarthy Vinod,33,36,8.545454545454545,4,1,Finisher (6+)
2018,Vijaykumar Yo Mahesh,26,19,6.538461538461538,4,1,Finisher (6+)
2018,Wenseslaus Antony Dhas,80,86,3.75,8,1,Middle Order (4-5)
2018,Xavier Thalaivan Sargunam,145,191,2.1448275862068966,9,1,Top Order (3)
2018,Yamuna Sunny Kumar Singh,30,18,5.9,4,0,Finisher (6+)
2019, Sriram Ajith Ram,12,4,8.083333333333334,4,0,Finisher (6+)
2019,A Aarif,26,23,4.8076923076923075,4,0,Middle Order (4-5)
2019,A Sarath Raj,128,163,1.8203125,9,1,Opener (1-2)
2019,Abhinav Mukund,172,200,2.2209302325581395,7,0,Top Order (3)
2019,Abhishek Baljeetsingh Tanwar,76,83,6.776315789473684,8,1,Finisher (6+)
2019,Aditya Diganta Barooah,73,72,2.5753424657534247,4,0,Top Order (3)
2019,Akkil Srinaath,88,119,5.159090909090909,6,0,Finisher (6+)
2019,Akshay V Srinivasan,204,246,1.4803921568627452,7,0,Opener (1-2)
2019,Baba Aparajith,213,242,3.507042253521127,8,1,Middle Order (4-5)
2019,Chandrasekar Ganapathy,58,44,4.413793103448276,5,0,Middle Order (4-5)
2019,Chezhian Nishaanth,269,322,1.0,10,1,Opener (1-2)
2019,Ganga Sridhar Raju,190,229,1.1473684210526316,9,1,Opener (1-2)
2019,Hari Gopinath,196,293,2.1479591836734695,9,1,Top Order (3)
2019,Jagatheesan Kousik,159,195,4.616352201257862,8,1,Middle Order (4-5)
2019,K Mani Bharathi,59,96,5.440677966101695,7,0,Finisher (6+)
2019,K Vishal Vaidhya,105,116,1.0,8,1,Opener (1-2)
2019,Karunakaran Mukunth,125,115,1.328,5,0,Opener (1-2)
2019,Kaushik Mohan Gandhi,132,131,2.909090909090909,8,1,Top Order (3)
2019,Konda Bhaskir Arun Karthik,239,356,1.0334728033472804,9,1,Opener (1-2)
2019,Krishnamoorthy Vignesh,15,32,8.733333333333333,4,0,Finisher (6+)
2019,L Kiran Akash,28,38,9.5,5,1,Finisher (6+)
2019,Laxmesha Suryaprakash,92,77,1.608695652173913,5,0,Opener (1-2)
2019,M Ganesh Moorthi,60,77,8.233333333333333,5,0,Finisher (6+)
2019,M Mohammed,61,101,7.131147540983607,7,1,Finisher (6+)
2019,M Shajahan,93,103,5.688172043010753,6,0,Finisher (6+)
2019,Maan K Bafna,69,65,3.9130434782608696,7,0,Middle Order (4-5)
2019,Malolan Rangarajan,36,48,4.583333333333333,5,0,Middle Order (4-5)
2019,Manimaran Siddharth,35,20,7.771428571428571,4,0,Finisher (6+)
2019,Masood Shahrukh Khan,140,194,1.0,7,0,Opener (1-2)
2019,Mohan Abhinav,50,37,6.0,4,1,Finisher (6+)
2019,Murali Vijay,241,359,2.0,4,0,Opener (1-2)
2019,Murugan Ashwin,99,88,5.8686868686868685,7,1,Finisher (6+)
2019,N Sarangarajan Chaturved,78,94,3.8974358974358974,7,1,Middle Order (4-5)
2019,Narayan Jagadeesan,326,448,2.0,10,1,Opener (1-2)
2019,Nidhish S Rajagopal,69,68,3.782608695652174,5,0,Middle Order (4-5)
2019,P Francis Rokins,32,33,5.875,4,1,Finisher (6+)
2019,P Saravana Kumar,27,25,7.703703703703703,4,0,Finisher (6+)
2019,Poovathinga Shijit Chandran,150,150,3.42,7,1,Middle Order (4-5)
