season,batter,team,avg_pos,matches,innings,runs,mean_rpi,median_rpi,sr,death_sr,z_volume,z_efficiency,z_finishing,z_consistency,index,season_rank
2023,R Rajkumar,Trichy Grand Cholas,6.91,7,7,90,12.9,3.0,121.6,200.0,-0.7,-0.2,0.77,-1.65,-0.44,18
2023,Laxmesha Suryaprakash,Nellai Royal Kings,4.34,6,6,86,14.3,16.0,143.3,0.0,-0.47,0.6,-2.48,0.21,-0.54,19
2023,Akash Sumra,SKM Salem Spartans,4.39,5,5,61,12.2,10.0,110.9,142.9,-0.8,-0.59,-0.16,-0.65,-0.55,20
2023,S Harish Kumar,Chepauk Super Gillies,6.07,7,7,86,12.3,9.0,108.9,147.8,-0.78,-0.67,-0.08,-0.79,-0.58,21
2023,Uthirasamy Sasidev,Chepauk Super Gillies,7.0,6,6,80,13.3,11.0,111.1,114.9,-0.63,-0.59,-0.61,-0.51,-0.58,22
2023,R Ram Arvindh,Lyca Kovai Kings,5.06,9,9,90,10.0,3.0,130.4,161.5,-1.13,0.12,0.15,-1.65,-0.63,23
2023,S Sri Abisek,Siechem Madurai Panthers,4.9,5,5,71,14.2,17.0,112.7,25.0,-0.49,-0.53,-2.07,0.35,-0.69,24
2023,K Mani Bharathi,Trichy Grand Cholas,4.16,5,5,90,18.0,2.0,102.3,128.6,0.08,-0.91,-0.39,-1.79,-0.75,25
2023,K Deeban Lingesh,Siechem Madurai Panthers,5.79,4,4,38,9.5,9.0,84.4,,-1.21,-1.56,0.0,-0.79,-0.89,26
2023,RS Mokit Hariharan,SKM Salem Spartans,4.51,5,5,60,12.0,14.0,90.9,50.0,-0.83,-1.33,-1.67,-0.08,-0.98,27
2023,S Abishiek,SKM Salem Spartans,5.5,6,6,46,7.7,8.0,74.2,175.0,-1.49,-1.94,0.37,-0.93,-1.0,28
2023,Wenseslaus Antony Dhas,Trichy Grand Cholas,6.51,7,7,59,8.4,9.0,81.9,84.2,-1.37,-1.65,-1.11,-0.79,-1.23,29
2024,Masood Shahrukh Khan,Lyca Kovai Kings,5.31,7,7,225,32.1,50.0,182.9,250.9,1.91,1.59,2.04,3.3,2.21,1
2024,Pradosh Ranjan Paul,Chepauk Super Gillies,4.08,6,6,222,37.0,34.5,134.5,161.4,2.49,0.04,0.17,1.92,1.15,2
2024,Ramsingh  Sanjay Yadav,Trichy Grand Cholas,5.4,7,7,226,32.3,24.0,148.7,201.9,1.92,0.49,1.02,0.97,1.1,3
2024,Jafar Jamal,Trichy Grand Cholas,5.78,6,6,177,29.5,35.5,141.6,175.8,1.59,0.26,0.47,2.0,1.08,4
2024,Abhishek Baljeetsingh Tanwar,Chepauk Super Gillies,6.88,7,7,96,13.7,10.0,223.3,223.3,-0.3,2.89,1.46,-0.28,0.94,5
2024,Ramsingh Sonu Yadav,Nellai Royal Kings,6.08,6,6,118,19.7,16.0,163.9,205.7,0.41,0.98,1.1,0.26,0.69,6
2024,S Mohamed Ali,IDream Tiruppur Tamizhans,5.44,8,8,173,21.6,22.5,141.8,174.3,0.65,0.27,0.44,0.84,0.55,7
2024,U Mukilesh,Lyca Kovai Kings,4.43,8,8,195,24.4,17.5,122.6,161.5,0.98,-0.35,0.17,0.39,0.3,8
2024,S Ganesh,IDream Tiruppur Tamizhans,6.13,8,8,167,20.9,13.5,127.5,166.7,0.56,-0.19,0.28,0.03,0.17,9
2024,Uthirasamy Sasidev,Siechem Madurai Panthers,5.77,6,6,89,14.8,13.5,141.3,172.2,-0.17,0.25,0.4,0.03,0.13,10
2024,N Sarangarajan Chaturved,Siechem Madurai Panthers,5.05,6,6,75,12.5,9.0,141.5,190.5,-0.44,0.26,0.78,-0.37,0.06,11
2024,Nidhish S Rajagopal,Nellai Royal Kings,4.45,6,6,91,15.2,9.0,119.7,200.0,-0.13,-0.44,0.98,-0.37,0.01,12
2024,Atheeq Ur Rahman,Lyca Kovai Kings,6.34,6,6,81,13.5,10.5,150.0,148.4,-0.33,0.53,-0.1,-0.24,-0.03,13
2024,Daryl Sunder Ferrario,Chepauk Super Gillies,5.02,7,7,67,9.6,4.0,136.7,209.5,-0.8,0.11,1.18,-0.82,-0.08,14
2024,S Rithik Easwaran,Nellai Royal Kings,5.51,6,6,108,18.0,8.5,133.3,142.1,0.21,-0.0,-0.23,-0.41,-0.11,15
2024,P Saravanan,Siechem Madurai Panthers,6.42,5,5,60,12.0,7.0,162.2,134.6,-0.5,0.92,-0.39,-0.55,-0.13,16
2024,Muhammed Adnan Khan,SKM Salem Spartans,5.13,5,5,86,17.2,10.0,128.4,133.3,0.12,-0.16,-0.42,-0.28,-0.19,17
2024,Sunny Sandhu,SKM Salem Spartans,6.32,5,5,61,12.2,10.0,135.6,147.4,-0.48,0.07,-0.12,-0.28,-0.2,18
2024,S Dinesh Raj,Dindigul Dragons,6.96,6,6,40,6.7,2.5,160.0,172.7,-1.14,0.85,0.41,-0.95,-0.21,19
2024,R Ram Arvindh,Lyca Kovai Kings,5.48,6,6,86,14.3,12.5,104.9,147.6,-0.23,-0.92,-0.12,-0.06,-0.33,20
2024,C Sarath Kumar,Dindigul Dragons,5.15,8,8,92,11.5,10.5,127.8,118.9,-0.56,-0.18,-0.72,-0.24,-0.42,21
2024,NS Harish,Nellai Royal Kings,5.29,6,6,73,12.2,9.5,135.2,92.9,-0.48,0.06,-1.26,-0.32,-0.5,22
2024,Boopathi Vaishna Kumar,Dindigul Dragons,4.47,9,9,94,10.4,3.0,128.8,114.8,-0.69,-0.15,-0.8,-0.91,-0.64,23
2024,Laxmesha Suryaprakash,Nellai Royal Kings,5.29,4,4,51,12.8,4.0,100.0,128.0,-0.41,-1.08,-0.53,-0.82,-0.71,24
2024,C Andre Siddarth,Chepauk Super Gillies,5.23,5,5,62,12.4,9.0,100.0,76.5,-0.46,-1.08,-1.61,-0.37,-0.88,25
2024,Poovathinga Shijit Chandran,SKM Salem Spartans,5.79,4,4,31,7.8,5.0,81.6,114.3,-1.01,-1.67,-0.81,-0.73,-1.06,26
2024,Ravisrinivasan Sai Kishore,IDream Tiruppur Tamizhans,5.6,7,7,43,6.1,2.0,100.0,92.3,-1.21,-1.08,-1.27,-1.0,-1.14,27
2024,SJ Arun Kumar,Nellai Royal Kings,5.56,4,4,15,3.8,4.5,62.5,33.3,-1.49,-2.28,-2.51,-0.77,-1.76,28
2025,Masood Shahrukh Khan,Lyca Kovai Kings,5.04,7,7,218,31.1,25.0,166.4,233.3,1.89,1.07,1.33,1.31,1.4,1
2025,R Rajkumar,Trichy Grand Cholas,6.7,8,8,200,25.0,20.0,198.0,201.6,1.03,2.13,0.71,0.7,1.14,2
2025,Atheeq Ur Rahman,Siechem Madurai Panthers,4.54,7,7,202,28.9,36.0,132.9,169.2,1.57,-0.05,0.08,2.67,1.07,3
2025,Vijay Shankar,Chepauk Super Gillies,4.1,9,9,251,27.9,28.0,154.0,181.5,1.43,0.66,0.32,1.68,1.02,4
2025,R Vimal Khumar,Dindigul Dragons,4.62,9,9,240,26.7,24.0,142.9,221.2,1.26,0.28,1.1,1.19,0.96,5
2025,Uthirasamy Sasidev,IDream Tiruppur Tamizhans,5.37,5,5,115,23.0,18.0,182.5,212.8,0.75,1.61,0.93,0.45,0.94,6
2025,Narayan Jagadeesan,Chepauk Super Gillies,4.04,7,7,180,25.7,13.0,173.1,166.7,1.13,1.29,0.03,-0.16,0.57,7
2025,Hunny Saini,Dindigul Dragons,5.55,10,10,162,16.2,13.0,182.0,208.1,-0.2,1.59,0.84,-0.16,0.52,8
2025,S Rithik Easwaran,Nellai Royal Kings,4.96,7,7,104,14.9,12.0,131.6,300.0,-0.39,-0.09,2.64,-0.29,0.47,9
2025,Ramsingh Sonu Yadav,Nellai Royal Kings,6.28,6,6,133,22.2,19.0,133.0,167.5,0.64,-0.05,0.05,0.57,0.3,10
2025,Ramsingh  Sanjay Yadav,Trichy Grand Cholas,5.06,8,8,196,24.5,19.0,117.4,164.6,0.96,-0.57,-0.01,0.57,0.24,11
2025,NS Harish,Nellai Royal Kings,5.75,6,6,98,16.3,9.0,160.7,211.1,-0.18,0.88,0.9,-0.66,0.24,12
2025,Swapnil Singh,Chepauk Super Gillies,6.0,6,6,85,14.2,7.5,166.7,207.7,-0.48,1.08,0.83,-0.84,0.15,13
2025,C Andre Siddarth,Lyca Kovai Kings,4.69,7,7,131,18.7,21.0,107.4,178.6,0.15,-0.9,0.26,0.82,0.08,14
2025,Sunny Sandhu,SKM Salem Spartans,5.47,7,7,129,18.4,15.0,144.9,148.6,0.11,0.35,-0.32,0.08,0.06,15
2025,Pradosh Ranjan Paul,IDream Tiruppur Tamizhans,4.28,6,6,146,24.3,23.0,108.1,113.3,0.94,-0.88,-1.01,1.07,0.03,16
2025,Jafar Jamal,Trichy Grand Cholas,5.94,8,8,127,15.9,12.0,147.7,165.9,-0.24,0.44,0.02,-0.29,-0.02,17
2025,S Mohamed Ali,IDream Tiruppur Tamizhans,4.75,7,7,100,14.3,16.0,137.0,166.7,-0.47,0.09,0.03,0.2,-0.04,18
2025,Rajendran Vivek,SKM Salem Spartans,5.14,7,7,60,8.6,2.0,127.7,200.0,-1.26,-0.22,0.68,-1.52,-0.58,19
2025,S Ganesh,Siechem Madurai Panthers,5.24,4,4,41,10.2,12.0,113.9,141.7,-1.03,-0.68,-0.46,-0.29,-0.61,20
2025,PS Nirmal Kumar,Nellai Royal Kings,4.04,5,5,74,14.8,10.0,105.7,120.0,-0.39,-0.96,-0.88,-0.53,-0.69,21
2025,KT Madhava Prasad,Lyca Kovai Kings,6.92,4,4,44,11.0,10.5,112.8,121.4,-0.92,-0.72,-0.85,-0.47,-0.74,22
2025,C Sarath Kumar,Siechem Madurai Panthers,6.24,5,5,80,16.0,8.0,90.9,113.6,-0.23,-1.45,-1.0,-0.78,-0.87,23
2025,Dinesh H,Dindigul Dragons,6.36,4,4,25,6.2,4.0,119.0,137.5,-1.59,-0.51,-0.54,-1.27,-0.98,24
2025,Maan K Bafna,Dindigul Dragons,4.35,6,6,61,10.2,3.5,117.3,100.0,-1.04,-0.57,-1.27,-1.33,-1.05,25
2025,Murugan Ashwin,Siechem Madurai Panthers,6.69,6,6,68,11.3,7.0,89.5,97.1,-0.88,-1.5,-1.33,-0.9,-1.15,26
2025,U Mukilesh,Trichy Grand Cholas,6.09,7,7,57,8.1,7.0,89.1,110.5,-1.32,-1.51,-1.06,-0.9,-1.2,27
2025,S Guru Raghavendran,Lyca Kovai Kings,4.95,5,5,43,8.6,7.0,110.3,60.0,-1.26,-0.81,-2.05,-0.9,-1.25,28
